model,R2,R2_fold_mean,R2_fold_std,RMSE,MAE,RPD,RPIQ,n,element,date,feature_set,n_features,augmented
XGBoost,0.2098,0.1298,0.3334,0.1540,0.1003,1.1200,1.2500,120.0000,Ca_%,date1,cwt,45,mixup
GBR,0.2015,0.0183,0.4314,0.1548,0.1016,1.1200,1.2400,120.0000,Ca_%,date1,cwt,45,mixup
ElasticNet,-0.0158,-0.1032,0.1741,0.1746,0.1352,0.9900,1.1000,120.0000,Ca_%,date1,cwt,45,mixup
SVR,-0.0187,-0.1305,0.3014,0.1748,0.1352,0.9900,1.1000,120.0000,Ca_%,date1,cwt,45,mixup
PLSR,-0.1658,-0.5709,1.0041,0.1870,0.1535,0.9300,1.0300,120.0000,Ca_%,date1,cwt,45,mixup
ElasticNet,-0.0139,-0.0443,0.0531,0.1793,0.1366,0.9900,1.0200,60.0000,Ca_%,date1,shape,12,none
PLSR,-0.1172,-0.1523,0.2196,0.1882,0.1567,0.9500,0.9700,60.0000,Ca_%,date1,shape,12,none
SVR,-0.3014,-0.3361,0.0776,0.2031,0.1576,0.8800,0.9000,60.0000,Ca_%,date1,shape,12,none
RF,-0.3471,-0.3999,0.1252,0.2066,0.1596,0.8600,0.8800,60.0000,Ca_%,date1,shape,12,none
GBR,-0.6038,-0.6617,0.2735,0.2255,0.1767,0.7900,0.8100,60.0000,Ca_%,date1,shape,12,none
XGBoost,-0.8162,-0.9002,0.3350,0.2399,0.1931,0.7400,0.7600,60.0000,Ca_%,date1,shape,12,none
GBR,0.3988,0.2497,0.3712,0.1343,0.0910,1.2900,1.4300,120.0000,Ca_%,date1,shape,12,mixup
RF,0.3152,0.1660,0.4002,0.1433,0.1056,1.2100,1.3400,120.0000,Ca_%,date1,shape,12,mixup
XGBoost,0.3142,0.2290,0.2843,0.1435,0.0975,1.2100,1.3400,120.0000,Ca_%,date1,shape,12,mixup
SVR,0.0886,-0.0819,0.4359,0.1654,0.1300,1.0500,1.1600,120.0000,Ca_%,date1,shape,12,mixup
ElasticNet,-0.0158,-0.1032,0.1741,0.1746,0.1352,0.9900,1.1000,120.0000,Ca_%,date1,shape,12,mixup
PLSR,-24847050730505168769515520.0000,-32396658679115638621863936.0000,64793317358231277243727872.0000,863468449751.2369,78823524603.9259,0.0000,0.0000,120.0000,Ca_%,date1,shape,12,mixup
RF,0.0059,-0.0103,0.1279,0.1775,0.1407,1.0000,1.0300,60.0000,Ca_%,date1,hyper_idx,24,none
SVR,0.0045,-0.0214,0.1423,0.1776,0.1470,1.0000,1.0300,60.0000,Ca_%,date1,hyper_idx,24,none
ElasticNet,-0.0139,-0.0443,0.0531,0.1793,0.1366,0.9900,1.0200,60.0000,Ca_%,date1,hyper_idx,24,none
XGBoost,-0.2175,-0.2634,0.5123,0.1964,0.1506,0.9100,0.9300,60.0000,Ca_%,date1,hyper_idx,24,none
GBR,-0.3126,-0.3411,0.1137,0.2040,0.1599,0.8700,0.8900,60.0000,Ca_%,date1,hyper_idx,24,none
PLSR,-215.0163,-277.5966,554.3656,2.6165,0.5017,0.0700,0.0700,60.0000,Ca_%,date1,hyper_idx,24,none
GBR,0.6321,0.5974,0.2001,0.1051,0.0662,1.6500,1.8300,120.0000,Ca_%,date1,hyper_idx,24,mixup
RF,0.5303,0.5138,0.1901,0.1187,0.0824,1.4600,1.6200,120.0000,Ca_%,date1,hyper_idx,24,mixup
XGBoost,0.5072,0.4691,0.2306,0.1216,0.0719,1.4200,1.5800,120.0000,Ca_%,date1,hyper_idx,24,mixup
SVR,0.4822,0.3627,0.3351,0.1246,0.1039,1.3900,1.5400,120.0000,Ca_%,date1,hyper_idx,24,mixup
ElasticNet,-0.0158,-0.1032,0.1741,0.1746,0.1352,0.9900,1.1000,120.0000,Ca_%,date1,hyper_idx,24,mixup
PLSR,-648.5476,-845.8439,1691.2140,4.4148,0.5353,0.0400,0.0400,120.0000,Ca_%,date1,hyper_idx,24,mixup
ElasticNet,-0.0139,-0.0443,0.0531,0.1793,0.1366,0.9900,1.0200,60.0000,Ca_%,date1,pca,10,none
SVR,-0.2837,-0.3606,0.2598,0.2017,0.1572,0.8800,0.9000,60.0000,Ca_%,date1,pca,10,none
RF,-0.3073,-0.3541,0.1495,0.2035,0.1629,0.8700,0.9000,60.0000,Ca_%,date1,pca,10,none
XGBoost,-0.3538,-0.4255,0.2565,0.2071,0.1693,0.8600,0.8800,60.0000,Ca_%,date1,pca,10,none
GBR,-0.6241,-0.7132,0.3189,0.2269,0.1817,0.7800,0.8000,60.0000,Ca_%,date1,pca,10,none
PLSR,-1.1853,-1.4905,2.2265,0.2632,0.1862,0.6800,0.6900,60.0000,Ca_%,date1,pca,10,none
ElasticNet,-0.0139,-0.0443,0.0531,0.1793,0.1366,0.9900,1.0200,60.0000,Ca_%,date1,combined,91,none
RF,-0.1388,-0.1542,0.1494,0.1900,0.1514,0.9400,0.9600,60.0000,Ca_%,date1,combined,91,none
SVR,-0.1441,-0.1759,0.1092,0.1904,0.1528,0.9300,0.9600,60.0000,Ca_%,date1,combined,91,none
GBR,-0.2622,-0.2822,0.2472,0.2000,0.1560,0.8900,0.9100,60.0000,Ca_%,date1,combined,91,none
XGBoost,-0.3756,-0.4369,0.3336,0.2088,0.1652,0.8500,0.8700,60.0000,Ca_%,date1,combined,91,none
PLSR,-233.3818,-301.1015,600.2596,2.7255,0.5505,0.0700,0.0700,60.0000,Ca_%,date1,combined,91,none
GBR,0.6189,0.6320,0.1160,0.1069,0.0655,1.6200,1.8000,120.0000,Ca_%,date1,combined,91,mixup
RF,0.4864,0.4563,0.2144,0.1241,0.0859,1.4000,1.5500,120.0000,Ca_%,date1,combined,91,mixup
SVR,0.4397,0.3379,0.2752,0.1297,0.1063,1.3400,1.4800,120.0000,Ca_%,date1,combined,91,mixup
XGBoost,0.4381,0.3906,0.2841,0.1298,0.0773,1.3300,1.4800,120.0000,Ca_%,date1,combined,91,mixup
ElasticNet,-0.0158,-0.1032,0.1741,0.1746,0.1352,0.9900,1.1000,120.0000,Ca_%,date1,combined,91,mixup
PLSR,-997053195323371576885248000.0000,-1300001050593748570588839936.0000,2600002101187497141177679872.0000,5469759295320.6582,499318425028.5736,0.0000,0.0000,120.0000,Ca_%,date1,combined,91,mixup
Stacking,-0.0889,,,0.1858,,0.9600,,,Ca_%,date1,combined,91,none
ElasticNet,-0.0360,-0.1777,0.2871,0.1076,0.0831,0.9800,1.0900,60.0000,Mg_%,date1,smooth_300,300,none
RF,-0.0881,-0.1933,0.2491,0.1103,0.0816,0.9600,1.0600,60.0000,Mg_%,date1,smooth_300,300,none
SVR,-0.2093,-0.4091,0.4814,0.1162,0.0884,0.9100,1.0000,60.0000,Mg_%,date1,smooth_300,300,none
GBR,-0.2374,-0.3379,0.2694,0.1176,0.0857,0.9000,0.9900,60.0000,Mg_%,date1,smooth_300,300,none
XGBoost,-0.3361,-0.4957,0.3050,0.1222,0.0856,0.8700,0.9600,60.0000,Mg_%,date1,smooth_300,300,none
PLSR,-3.3904,-6.3440,7.1437,0.2215,0.1426,0.4800,0.5300,60.0000,Mg_%,date1,smooth_300,300,none
ElasticNet,-0.0360,-0.1777,0.2871,0.1076,0.0831,0.9800,1.0900,60.0000,Mg_%,date1,d1snv_300,300,none
RF,-0.1876,-0.3883,0.5321,0.1152,0.0856,0.9200,1.0100,60.0000,Mg_%,date1,d1snv_300,300,none
SVR,-0.2002,-0.4856,0.7077,0.1158,0.0955,0.9100,1.0100,60.0000,Mg_%,date1,d1snv_300,300,none
GBR,-0.2604,-0.6163,0.9450,0.1187,0.0890,0.8900,0.9800,60.0000,Mg_%,date1,d1snv_300,300,none
XGBoost,-0.4029,-0.8582,1.1064,0.1252,0.0904,0.8400,0.9300,60.0000,Mg_%,date1,d1snv_300,300,none
PLSR,-3.6613,-6.2268,6.9923,0.2282,0.1550,0.4600,0.5100,60.0000,Mg_%,date1,d1snv_300,300,none
ElasticNet,-0.0360,-0.1777,0.2871,0.1076,0.0831,0.9800,1.0900,60.0000,Mg_%,date1,cwt,45,none
RF,-0.1827,-0.4176,0.4767,0.1150,0.0817,0.9200,1.0200,60.0000,Mg_%,date1,cwt,45,none
SVR,-0.2647,-0.5153,0.4967,0.1189,0.0878,0.8900,0.9800,60.0000,Mg_%,date1,cwt,45,none
GBR,-0.3629,-0.5945,0.5127,0.1234,0.0866,0.8600,0.9500,60.0000,Mg_%,date1,cwt,45,none
XGBoost,-0.5991,-0.9198,0.8236,0.1337,0.0941,0.7900,0.8700,60.0000,Mg_%,date1,cwt,45,none
PLSR,-1.3642,-2.5788,2.1401,0.1625,0.1235,0.6500,0.7200,60.0000,Mg_%,date1,cwt,45,none
GBR,0.3789,0.2903,0.3055,0.0816,0.0489,1.2700,1.1700,120.0000,Mg_%,date1,cwt,45,mixup
RF,0.3376,0.2076,0.2919,0.0843,0.0567,1.2300,1.1400,120.0000,Mg_%,date1,cwt,45,mixup
XGBoost,0.2014,0.1022,0.3777,0.0925,0.0538,1.1200,1.0400,120.0000,Mg_%,date1,cwt,45,mixup
SVR,0.0034,-0.1890,0.3310,0.1034,0.0809,1.0000,0.9300,120.0000,Mg_%,date1,cwt,45,mixup
ElasticNet,-0.0390,-0.1223,0.1339,0.1055,0.0804,0.9800,0.9100,120.0000,Mg_%,date1,cwt,45,mixup
PLSR,-0.2126,-0.4530,0.5313,0.1140,0.0874,0.9100,0.8400,120.0000,Mg_%,date1,cwt,45,mixup
SVR,-0.0010,-0.1772,0.5621,0.1058,0.0829,1.0000,1.1000,60.0000,Mg_%,date1,shape,12,none
ElasticNet,-0.0360,-0.1777,0.2871,0.1076,0.0831,0.9800,1.0900,60.0000,Mg_%,date1,shape,12,none
RF,-0.0868,-0.3664,0.6473,0.1102,0.0822,0.9600,1.0600,60.0000,Mg_%,date1,shape,12,none
PLSR,-0.2237,-0.6173,0.7341,0.1169,0.0938,0.9000,1.0000,60.0000,Mg_%,date1,shape,12,none
GBR,-0.3839,-0.8262,1.2438,0.1244,0.0923,0.8500,0.9400,60.0000,Mg_%,date1,shape,12,none
XGBoost,-0.4868,-1.0854,1.4822,0.1289,0.0950,0.8200,0.9100,60.0000,Mg_%,date1,shape,12,none
RF,0.3571,0.2096,0.2781,0.0830,0.0562,1.2500,1.1500,120.0000,Mg_%,date1,shape,12,mixup
GBR,0.2918,0.0787,0.3899,0.0871,0.0571,1.1900,1.1000,120.0000,Mg_%,date1,shape,12,mixup
XGBoost,0.2223,0.0161,0.4268,0.0913,0.0570,1.1300,1.0500,120.0000,Mg_%,date1,shape,12,mixup
SVR,0.0951,-0.1842,0.5326,0.0985,0.0779,1.0500,0.9700,120.0000,Mg_%,date1,shape,12,mixup
ElasticNet,-0.0390,-0.1223,0.1339,0.1055,0.0804,0.9800,0.9100,120.0000,Mg_%,date1,shape,12,mixup
PLSR,-88361165985864692162101248.0000,-159710751928190852027908096.0000,319421503856381704055816192.0000,973329673897.1569,88852436380.5128,0.0000,0.0000,120.0000,Mg_%,date1,shape,12,mixup
ElasticNet,-0.0360,-0.1777,0.2871,0.1076,0.0831,0.9800,1.0900,60.0000,Mg_%,date1,hyper_idx,24,none
SVR,-0.2981,-0.7755,1.3745,0.1204,0.0945,0.8800,0.9700,60.0000,Mg_%,date1,hyper_idx,24,none
RF,-0.3649,-0.7628,0.9443,0.1235,0.0978,0.8600,0.9500,60.0000,Mg_%,date1,hyper_idx,24,none
GBR,-0.4831,-0.9300,0.9189,0.1287,0.1023,0.8200,0.9100,60.0000,Mg_%,date1,hyper_idx,24,none
XGBoost,-0.7949,-1.2252,0.6050,0.1416,0.1143,0.7500,0.8200,60.0000,Mg_%,date1,hyper_idx,24,none
PLSR,-4062.4648,-7357.2383,14712.2698,6.7384,0.9725,0.0200,0.0200,60.0000,Mg_%,date1,hyper_idx,24,none
GBR,0.4038,0.2424,0.3477,0.0799,0.0502,1.3000,1.2000,120.0000,Mg_%,date1,hyper_idx,24,mixup
XGBoost,0.3934,0.2294,0.3179,0.0806,0.0487,1.2800,1.1900,120.0000,Mg_%,date1,hyper_idx,24,mixup
RF,0.3853,0.2393,0.3059,0.0812,0.0561,1.2800,1.1800,120.0000,Mg_%,date1,hyper_idx,24,mixup
SVR,0.3758,0.1738,0.3717,0.0818,0.0668,1.2700,1.1700,120.0000,Mg_%,date1,hyper_idx,24,mixup
ElasticNet,-0.0390,-0.1223,0.1339,0.1055,0.0804,0.9800,0.9100,120.0000,Mg_%,date1,hyper_idx,24,mixup
PLSR,-2219.0488,-4011.2175,8022.7069,4.8788,0.5150,0.0200,0.0200,120.0000,Mg_%,date1,hyper_idx,24,mixup
ElasticNet,-0.0360,-0.1777,0.2871,0.1076,0.0831,0.9800,1.0900,60.0000,Mg_%,date1,pca,10,none
SVR,-0.1584,-0.4399,0.7782,0.1138,0.0899,0.9300,1.0300,60.0000,Mg_%,date1,pca,10,none
RF,-0.2052,-0.4052,0.6903,0.1160,0.0853,0.9100,1.0100,60.0000,Mg_%,date1,pca,10,none
GBR,-0.3980,-0.8002,1.1378,0.1250,0.0936,0.8500,0.9300,60.0000,Mg_%,date1,pca,10,none
XGBoost,-0.5068,-0.8686,1.2257,0.1298,0.0952,0.8100,0.9000,60.0000,Mg_%,date1,pca,10,none
PLSR,-1.1702,-2.3695,3.3936,0.1557,0.1048,0.6800,0.7500,60.0000,Mg_%,date1,pca,10,none
ElasticNet,-0.0360,-0.1777,0.2871,0.1076,0.0831,0.9800,1.0900,60.0000,Mg_%,date1,combined,91,none
SVR,-0.0989,-0.3862,0.7847,0.1108,0.0867,0.9500,1.0500,60.0000,Mg_%,date1,combined,91,none
RF,-0.1707,-0.4766,0.7940,0.1144,0.0865,0.9200,1.0200,60.0000,Mg_%,date1,combined,91,none
GBR,-0.4902,-1.0636,1.4092,0.1290,0.0987,0.8200,0.9000,60.0000,Mg_%,date1,combined,91,none
XGBoost,-0.6542,-1.3961,1.8109,0.1360,0.1051,0.7800,0.8600,60.0000,Mg_%,date1,combined,91,none
PLSR,-3348.4887,-6063.9198,12122.6001,6.1179,0.9216,0.0200,0.0200,60.0000,Mg_%,date1,combined,91,none
RF,0.4179,0.3037,0.2698,0.0790,0.0522,1.3100,1.2100,120.0000,Mg_%,date1,combined,91,mixup
GBR,0.3741,0.1754,0.3929,0.0819,0.0493,1.2600,1.1700,120.0000,Mg_%,date1,combined,91,mixup
XGBoost,0.3224,0.1354,0.3883,0.0852,0.0495,1.2100,1.1200,120.0000,Mg_%,date1,combined,91,mixup
SVR,0.2857,0.0865,0.3429,0.0875,0.0706,1.1800,1.1000,120.0000,Mg_%,date1,combined,91,mixup
ElasticNet,-0.0390,-0.1223,0.1339,0.1055,0.0804,0.9800,0.9100,120.0000,Mg_%,date1,combined,91,mixup
PLSR,-40893569914940468618067968.0000,-73914176293101260628819968.0000,147828352586202521257639936.0000,662150570314.4631,60445800637.7693,0.0000,0.0000,120.0000,Mg_%,date1,combined,91,mixup
Stacking,-0.0625,,,0.1090,,0.9700,,,Mg_%,date1,combined,91,none
ElasticNet,-0.0193,-0.0727,0.0690,0.0541,0.0431,0.9900,1.4800,60.0000,S_%,date1,smooth_300,300,none
SVR,-0.0422,-0.1248,0.1202,0.0547,0.0438,0.9800,1.4600,60.0000,S_%,date1,smooth_300,300,none
RF,-0.1931,-0.3922,0.3352,0.0585,0.0484,0.9200,1.3700,60.0000,S_%,date1,smooth_300,300,none
GBR,-0.4422,-0.8401,0.6819,0.0643,0.0544,0.8300,1.2400,60.0000,S_%,date1,smooth_300,300,none
XGBoost,-0.8390,-1.4025,0.9911,0.0726,0.0598,0.7400,1.1000,60.0000,S_%,date1,smooth_300,300,none
PLSR,-1.7139,-2.4496,1.6449,0.0882,0.0715,0.6100,0.9100,60.0000,S_%,date1,smooth_300,300,none
ElasticNet,-0.0193,-0.0727,0.0690,0.0541,0.0431,0.9900,1.4800,60.0000,S_%,date1,d1snv_300,300,none
SVR,-0.1237,-0.2112,0.1414,0.0567,0.0456,0.9400,1.4100,60.0000,S_%,date1,d1snv_300,300,none
RF,-0.2014,-0.3557,0.2596,0.0587,0.0479,0.9100,1.3600,60.0000,S_%,date1,d1snv_300,300,none
GBR,-0.4215,-0.6152,0.3451,0.0638,0.0498,0.8400,1.2500,60.0000,S_%,date1,d1snv_300,300,none
XGBoost,-0.7022,-1.2400,1.2089,0.0698,0.0545,0.7700,1.1500,60.0000,S_%,date1,d1snv_300,300,none
PLSR,-2.3765,-3.5227,2.2350,0.0984,0.0787,0.5400,0.8100,60.0000,S_%,date1,d1snv_300,300,none
ElasticNet,-0.0193,-0.0727,0.0690,0.0541,0.0431,0.9900,1.4800,60.0000,S_%,date1,cwt,45,none
SVR,-0.1210,-0.1302,0.1540,0.0567,0.0440,0.9400,1.4100,60.0000,S_%,date1,cwt,45,none
RF,-0.2360,-0.3313,0.1864,0.0595,0.0501,0.9000,1.3400,60.0000,S_%,date1,cwt,45,none
GBR,-0.4153,-0.6214,0.5117,0.0637,0.0523,0.8400,1.2600,60.0000,S_%,date1,cwt,45,none
XGBoost,-0.5331,-0.8440,0.5087,0.0663,0.0549,0.8100,1.2100,60.0000,S_%,date1,cwt,45,none
PLSR,-2.1128,-2.7579,2.0992,0.0945,0.0725,0.5700,0.8500,60.0000,S_%,date1,cwt,45,none
RF,0.2751,0.2898,0.2071,0.0415,0.0304,1.1700,1.6900,120.0000,S_%,date1,cwt,45,mixup
GBR,0.2102,0.2311,0.2698,0.0433,0.0295,1.1300,1.6200,120.0000,S_%,date1,cwt,45,mixup
XGBoost,0.1858,0.2147,0.3828,0.0440,0.0290,1.1100,1.5900,120.0000,S_%,date1,cwt,45,mixup
SVR,-0.0106,-0.0137,0.1976,0.0490,0.0385,0.9900,1.4300,120.0000,S_%,date1,cwt,45,mixup
ElasticNet,-0.0152,-0.0395,0.0416,0.0491,0.0388,0.9900,1.4300,120.0000,S_%,date1,cwt,45,mixup
PLSR,-1.1997,-1.2246,1.8605,0.0723,0.0425,0.6700,0.9700,120.0000,S_%,date1,cwt,45,mixup
ElasticNet,-0.0193,-0.0727,0.0690,0.0541,0.0431,0.9900,1.4800,60.0000,S_%,date1,shape,12,none
RF,-0.0416,-0.1545,0.2045,0.0546,0.0442,0.9800,1.4600,60.0000,S_%,date1,shape,12,none
SVR,-0.1097,-0.1646,0.1759,0.0564,0.0446,0.9500,1.4200,60.0000,S_%,date1,shape,12,none
XGBoost,-0.1299,-0.4045,0.6193,0.0569,0.0459,0.9400,1.4100,60.0000,S_%,date1,shape,12,none
GBR,-0.3142,-0.5013,0.3984,0.0614,0.0513,0.8700,1.3000,60.0000,S_%,date1,shape,12,none
PLSR,-0.4683,-0.5634,0.3664,0.0649,0.0527,0.8300,1.2300,60.0000,S_%,date1,shape,12,none
RF,0.4207,0.4215,0.1953,0.0371,0.0257,1.3100,1.8900,120.0000,S_%,date1,shape,12,mixup
GBR,0.3779,0.3714,0.1547,0.0384,0.0256,1.2700,1.8200,120.0000,S_%,date1,shape,12,mixup
XGBoost,0.2584,0.2674,0.2599,0.0420,0.0280,1.1600,1.6700,120.0000,S_%,date1,shape,12,mixup
SVR,-0.0108,-0.0265,0.1121,0.0490,0.0386,0.9900,1.4300,120.0000,S_%,date1,shape,12,mixup
ElasticNet,-0.0152,-0.0395,0.0416,0.0491,0.0388,0.9900,1.4300,120.0000,S_%,date1,shape,12,mixup
PLSR,-30911906471772932339138560.0000,-33329006873388713030713344.0000,66658013746777426061426688.0000,270861723545.0522,24726179325.0961,0.0000,0.0000,120.0000,S_%,date1,shape,12,mixup
ElasticNet,-0.0193,-0.0727,0.0690,0.0541,0.0431,0.9900,1.4800,60.0000,S_%,date1,hyper_idx,24,none
SVR,-0.0681,-0.1538,0.0974,0.0553,0.0443,0.9700,1.4500,60.0000,S_%,date1,hyper_idx,24,none
RF,-0.1093,-0.2330,0.1976,0.0564,0.0452,0.9500,1.4200,60.0000,S_%,date1,hyper_idx,24,none
GBR,-0.1472,-0.3462,0.3279,0.0573,0.0484,0.9300,1.4000,60.0000,S_%,date1,hyper_idx,24,none
XGBoost,-0.3337,-0.5298,0.3613,0.0618,0.0513,0.8700,1.2900,60.0000,S_%,date1,hyper_idx,24,none
PLSR,-4239.6345,-2810.1770,5619.5882,3.4863,0.4969,0.0200,0.0200,60.0000,S_%,date1,hyper_idx,24,none
GBR,0.3612,0.3689,0.2154,0.0389,0.0243,1.2500,1.8000,120.0000,S_%,date1,hyper_idx,24,mixup
RF,0.3478,0.3550,0.1836,0.0393,0.0267,1.2400,1.7800,120.0000,S_%,date1,hyper_idx,24,mixup
XGBoost,0.3176,0.3124,0.2773,0.0402,0.0253,1.2100,1.7400,120.0000,S_%,date1,hyper_idx,24,mixup
SVR,0.0026,-0.0079,0.1039,0.0487,0.0384,1.0000,1.4400,120.0000,S_%,date1,hyper_idx,24,mixup
ElasticNet,-0.0152,-0.0395,0.0416,0.0491,0.0388,0.9900,1.4300,120.0000,S_%,date1,hyper_idx,24,mixup
PLSR,-1134.2930,-1222.9937,2446.0899,1.6415,0.1793,0.0300,0.0400,120.0000,S_%,date1,hyper_idx,24,mixup
ElasticNet,-0.0193,-0.0727,0.0690,0.0541,0.0431,0.9900,1.4800,60.0000,S_%,date1,pca,10,none
SVR,-0.0452,-0.1193,0.1500,0.0547,0.0436,0.9800,1.4600,60.0000,S_%,date1,pca,10,none
RF,-0.2850,-0.4981,0.4147,0.0607,0.0483,0.8800,1.3200,60.0000,S_%,date1,pca,10,none
XGBoost,-0.5713,-0.7573,0.5273,0.0671,0.0543,0.8000,1.1900,60.0000,S_%,date1,pca,10,none
PLSR,-0.5783,-0.8883,0.8453,0.0673,0.0543,0.8000,1.1900,60.0000,S_%,date1,pca,10,none
GBR,-0.6764,-1.0178,0.8343,0.0693,0.0544,0.7700,1.1500,60.0000,S_%,date1,pca,10,none
ElasticNet,-0.0193,-0.0727,0.0690,0.0541,0.0431,0.9900,1.4800,60.0000,S_%,date1,combined,91,none
RF,-0.0381,-0.1555,0.2112,0.0545,0.0437,0.9800,1.4700,60.0000,S_%,date1,combined,91,none
SVR,-0.0606,-0.1113,0.1076,0.0551,0.0438,0.9700,1.4500,60.0000,S_%,date1,combined,91,none
GBR,-0.1020,-0.3825,0.4971,0.0562,0.0475,0.9500,1.4200,60.0000,S_%,date1,combined,91,none
XGBoost,-0.2801,-0.6172,0.6390,0.0606,0.0508,0.8800,1.3200,60.0000,S_%,date1,combined,91,none
PLSR,-2053.8154,-1362.4312,2720.3449,2.4268,0.3824,0.0200,0.0300,60.0000,S_%,date1,combined,91,none
GBR,0.4130,0.4108,0.2033,0.0373,0.0227,1.3100,1.8800,120.0000,S_%,date1,combined,91,mixup
RF,0.3858,0.3912,0.1908,0.0382,0.0260,1.2800,1.8400,120.0000,S_%,date1,combined,91,mixup
XGBoost,0.3078,0.2951,0.0711,0.0405,0.0257,1.2000,1.7300,120.0000,S_%,date1,combined,91,mixup
SVR,0.0040,-0.0065,0.1172,0.0486,0.0383,1.0000,1.4400,120.0000,S_%,date1,combined,91,mixup
ElasticNet,-0.0152,-0.0395,0.0416,0.0491,0.0388,0.9900,1.4300,120.0000,S_%,date1,combined,91,mixup
PLSR,-1561405962407048801943552.0000,-1683497266683788501450752.0000,3366994533367577002901504.0000,60875516496.1656,5557148930.8220,0.0000,0.0000,120.0000,S_%,date1,combined,91,mixup
Stacking,-0.0134,,,0.0539,,0.9900,,,S_%,date1,combined,91,none
RF,0.0373,-0.0529,0.1863,2480.6388,1841.5393,1.0200,1.0800,60.0000,Нитраты_мг_кг,date1,smooth_300,300,none
ElasticNet,0.0003,-0.1059,0.2795,2527.8955,1856.4408,1.0000,1.0600,60.0000,Нитраты_мг_кг,date1,smooth_300,300,none
SVR,-0.1302,-0.2329,0.3006,2687.7992,1897.6876,0.9400,0.9900,60.0000,Нитраты_мг_кг,date1,smooth_300,300,none
GBR,-0.1447,-0.3182,0.3396,2704.9947,1993.1620,0.9300,0.9900,60.0000,Нитраты_мг_кг,date1,smooth_300,300,none
XGBoost,-0.3463,-0.6493,0.7393,2933.5427,2099.8175,0.8600,0.9100,60.0000,Нитраты_мг_кг,date1,smooth_300,300,none
PLSR,-2.7788,-3.4835,2.8681,4914.6767,3472.5719,0.5100,0.5400,60.0000,Нитраты_мг_кг,date1,smooth_300,300,none
SVR,-0.1311,-0.2338,0.3006,2688.8697,1898.1429,0.9400,0.9900,60.0000,Нитраты_мг_кг,date1,d1snv_300,300,none
RF,-0.1371,-0.2528,0.2489,2696.0349,2155.2007,0.9400,0.9900,60.0000,Нитраты_мг_кг,date1,d1snv_300,300,none
GBR,-0.5428,-0.6470,0.1852,3140.3147,2436.9178,0.8100,0.8500,60.0000,Нитраты_мг_кг,date1,d1snv_300,300,none
XGBoost,-0.7645,-0.9094,0.4955,3358.3530,2647.3891,0.7500,0.7900,60.0000,Нитраты_мг_кг,date1,d1snv_300,300,none
ElasticNet,-1.1215,-1.3316,0.7705,3682.4911,2928.0381,0.6900,0.7200,60.0000,Нитраты_мг_кг,date1,d1snv_300,300,none
PLSR,-3.1866,-3.7118,1.2259,5173.0700,4126.1080,0.4900,0.5200,60.0000,Нитраты_мг_кг,date1,d1snv_300,300,none
ElasticNet,0.0968,0.0452,0.2105,2402.7954,1689.1439,1.0500,1.1100,60.0000,Нитраты_мг_кг,date1,cwt,45,none
SVR,-0.1303,-0.2329,0.2999,2687.9734,1897.7318,0.9400,0.9900,60.0000,Нитраты_мг_кг,date1,cwt,45,none
RF,-0.1921,-0.3110,0.3902,2760.3977,1903.2020,0.9200,0.9700,60.0000,Нитраты_мг_кг,date1,cwt,45,none
GBR,-0.4903,-0.7353,0.5983,3086.4368,2041.5734,0.8200,0.8600,60.0000,Нитраты_мг_кг,date1,cwt,45,none
XGBoost,-0.6144,-0.7545,0.8652,3212.3116,2233.1625,0.7900,0.8300,60.0000,Нитраты_мг_кг,date1,cwt,45,none
PLSR,-1.1186,-1.6161,1.6952,3679.9639,2788.7340,0.6900,0.7300,60.0000,Нитраты_мг_кг,date1,cwt,45,none
RF,0.6267,0.5269,0.2220,1622.3556,1126.5506,1.6400,1.6200,120.0000,Нитраты_мг_кг,date1,cwt,45,mixup
GBR,0.6178,0.4729,0.3448,1641.6371,1008.6777,1.6200,1.6000,120.0000,Нитраты_мг_кг,date1,cwt,45,mixup
XGBoost,0.4617,0.2687,0.4611,1948.3025,1148.5849,1.3600,1.3500,120.0000,Нитраты_мг_кг,date1,cwt,45,mixup
ElasticNet,0.2738,0.2076,0.1425,2262.7659,1582.5984,1.1700,1.1600,120.0000,Нитраты_мг_кг,date1,cwt,45,mixup
PLSR,-0.0096,-0.3947,0.9559,2668.0681,1840.8420,1.0000,0.9900,120.0000,Нитраты_мг_кг,date1,cwt,45,mixup
SVR,-0.1025,-0.1267,0.0981,2788.1229,1894.1925,0.9500,0.9400,120.0000,Нитраты_мг_кг,date1,cwt,45,mixup
ElasticNet,0.1580,0.0943,0.1013,2319.8832,1673.0717,1.0900,1.1500,60.0000,Нитраты_мг_кг,date1,shape,12,none
RF,0.1261,0.0577,0.2286,2363.4794,1704.0514,1.0700,1.1300,60.0000,Нитраты_мг_кг,date1,shape,12,none
XGBoost,0.0098,-0.0615,0.1159,2515.8821,1836.8685,1.0000,1.0600,60.0000,Нитраты_мг_кг,date1,shape,12,none
SVR,-0.1305,-0.2332,0.3004,2688.2100,1897.9381,0.9400,0.9900,60.0000,Нитраты_мг_кг,date1,shape,12,none
GBR,-0.1522,-0.3160,0.3050,2713.8413,1970.7492,0.9300,0.9800,60.0000,Нитраты_мг_кг,date1,shape,12,none
PLSR,-0.1902,-0.4142,0.5810,2758.2591,2045.0178,0.9200,0.9700,60.0000,Нитраты_мг_кг,date1,shape,12,none
