model,R2,R2_fold_mean,R2_fold_std,RMSE,MAE,RPD,RPIQ,n,element,date,feature_set,n_features,augmented
XGBoost,-0.0391,-0.0925,0.4121,0.6088,0.4021,0.9800,0.8600,110.0000,N_%,date2,cwt,45,mixup
ElasticNet,-0.0809,-0.3537,0.5487,0.6149,0.4631,0.9600,0.9100,55.0000,N_%,date2,shape,12,none
SVR,-0.1514,-0.4613,0.5682,0.6347,0.4842,0.9300,0.8800,55.0000,N_%,date2,shape,12,none
RF,-0.2758,-0.6577,0.7176,0.6681,0.5276,0.8900,0.8400,55.0000,N_%,date2,shape,12,none
GBR,-0.3485,-0.9293,1.0914,0.6868,0.5577,0.8600,0.8200,55.0000,N_%,date2,shape,12,none
XGBoost,-0.5052,-1.0254,0.6811,0.7256,0.5902,0.8200,0.7700,55.0000,N_%,date2,shape,12,none
PLSR,-0.9577,-1.7228,1.5891,0.8276,0.6342,0.7100,0.6800,55.0000,N_%,date2,shape,12,none
XGBoost,0.4650,0.4187,0.1625,0.4368,0.2789,1.3700,1.2000,110.0000,N_%,date2,shape,12,mixup
RF,0.4429,0.4146,0.1340,0.4458,0.3305,1.3400,1.1800,110.0000,N_%,date2,shape,12,mixup
GBR,0.4400,0.4141,0.1244,0.4469,0.2964,1.3400,1.1700,110.0000,N_%,date2,shape,12,mixup
SVR,0.2956,0.3083,0.1686,0.5012,0.3641,1.1900,1.0500,110.0000,N_%,date2,shape,12,mixup
PLSR,0.0424,0.0323,0.2369,0.5844,0.4532,1.0200,0.9000,110.0000,N_%,date2,shape,12,mixup
ElasticNet,-0.0008,-0.0029,0.0024,0.5975,0.4476,1.0000,0.8800,110.0000,N_%,date2,shape,12,mixup
ElasticNet,-0.0809,-0.3537,0.5487,0.6149,0.4631,0.9600,0.9100,55.0000,N_%,date2,hyper_idx,24,none
SVR,-0.1198,-0.4744,0.4830,0.6259,0.4622,0.9500,0.8900,55.0000,N_%,date2,hyper_idx,24,none
RF,-0.1958,-0.4967,0.7176,0.6468,0.5033,0.9100,0.8700,55.0000,N_%,date2,hyper_idx,24,none
GBR,-0.5927,-1.1149,1.1086,0.7464,0.5852,0.7900,0.7500,55.0000,N_%,date2,hyper_idx,24,none
XGBoost,-0.6042,-1.0210,0.7896,0.7491,0.5992,0.7900,0.7500,55.0000,N_%,date2,hyper_idx,24,none
PLSR,-2.0890,-4.7629,8.2956,1.0395,0.6796,0.5700,0.5400,55.0000,N_%,date2,hyper_idx,24,none
RF,0.5451,0.5175,0.1467,0.4028,0.2802,1.4800,1.3000,110.0000,N_%,date2,hyper_idx,24,mixup
GBR,0.5389,0.4761,0.2534,0.4055,0.2472,1.4700,1.2900,110.0000,N_%,date2,hyper_idx,24,mixup
XGBoost,0.5021,0.4491,0.2409,0.4214,0.2560,1.4200,1.2500,110.0000,N_%,date2,hyper_idx,24,mixup
SVR,0.4572,0.4371,0.1425,0.4400,0.2829,1.3600,1.1900,110.0000,N_%,date2,hyper_idx,24,mixup
PLSR,0.4026,0.3350,0.2736,0.4616,0.3355,1.2900,1.1400,110.0000,N_%,date2,hyper_idx,24,mixup
ElasticNet,-0.0008,-0.0029,0.0024,0.5975,0.4476,1.0000,0.8800,110.0000,N_%,date2,hyper_idx,24,mixup
ElasticNet,-0.0809,-0.3537,0.5487,0.6149,0.4631,0.9600,0.9100,55.0000,N_%,date2,pca,10,none
RF,-0.2471,-0.6108,0.5204,0.6605,0.5286,0.9000,0.8500,55.0000,N_%,date2,pca,10,none
SVR,-0.3336,-0.6985,0.6921,0.6830,0.5353,0.8700,0.8200,55.0000,N_%,date2,pca,10,none
GBR,-0.4077,-0.9157,0.6683,0.7018,0.5864,0.8400,0.8000,55.0000,N_%,date2,pca,10,none
XGBoost,-0.5018,-0.9613,0.5263,0.7248,0.6019,0.8200,0.7700,55.0000,N_%,date2,pca,10,none
PLSR,-2749.5916,-6240.5797,12479.8057,31.0202,5.7291,0.0200,0.0200,55.0000,N_%,date2,pca,10,none
ElasticNet,-0.0809,-0.3537,0.5487,0.6149,0.4631,0.9600,0.9100,55.0000,N_%,date2,combined,91,none
SVR,-0.1639,-0.5235,0.4870,0.6381,0.4669,0.9300,0.8800,55.0000,N_%,date2,combined,91,none
RF,-0.1958,-0.5408,0.7514,0.6468,0.5039,0.9100,0.8700,55.0000,N_%,date2,combined,91,none
XGBoost,-0.5019,-0.9821,0.8256,0.7249,0.5965,0.8200,0.7700,55.0000,N_%,date2,combined,91,none
GBR,-0.5521,-0.9866,0.8954,0.7369,0.5933,0.8000,0.7600,55.0000,N_%,date2,combined,91,none
PLSR,-1.4826,-2.9687,3.2068,0.9319,0.7173,0.6300,0.6000,55.0000,N_%,date2,combined,91,none
GBR,0.5532,0.4759,0.2820,0.3992,0.2548,1.5000,1.3200,110.0000,N_%,date2,combined,91,mixup
RF,0.5348,0.4902,0.1705,0.4074,0.2870,1.4700,1.2900,110.0000,N_%,date2,combined,91,mixup
XGBoost,0.4883,0.4087,0.2953,0.4272,0.2606,1.4000,1.2300,110.0000,N_%,date2,combined,91,mixup
SVR,0.4540,0.4224,0.1566,0.4413,0.2891,1.3500,1.1900,110.0000,N_%,date2,combined,91,mixup
PLSR,0.3029,0.0915,0.7451,0.4986,0.3231,1.2000,1.0500,110.0000,N_%,date2,combined,91,mixup
ElasticNet,-0.0008,-0.0029,0.0024,0.5975,0.4476,1.0000,0.8800,110.0000,N_%,date2,combined,91,mixup
Stacking,-0.1458,,,0.6331,,0.9300,,,N_%,date2,combined,91,none
ElasticNet,-0.0684,-0.2051,0.1535,0.0587,0.0471,0.9700,1.2800,55.0000,P_%,date2,smooth_300,300,none
RF,-0.1608,-0.2846,0.4349,0.0612,0.0493,0.9300,1.2300,55.0000,P_%,date2,smooth_300,300,none
SVR,-0.1851,-0.3080,0.3433,0.0618,0.0485,0.9200,1.2100,55.0000,P_%,date2,smooth_300,300,none
GBR,-0.3067,-0.4250,0.5589,0.0649,0.0499,0.8700,1.1600,55.0000,P_%,date2,smooth_300,300,none
XGBoost,-0.3950,-0.5863,0.1645,0.0671,0.0549,0.8500,1.1200,55.0000,P_%,date2,smooth_300,300,none
PLSR,-220.5449,-250.9550,351.2794,0.8454,0.2500,0.0700,0.0900,55.0000,P_%,date2,smooth_300,300,none
ElasticNet,-0.0684,-0.2051,0.1535,0.0587,0.0471,0.9700,1.2800,55.0000,P_%,date2,d1snv_300,300,none
RF,-0.1424,-0.2729,0.3788,0.0607,0.0487,0.9400,1.2400,55.0000,P_%,date2,d1snv_300,300,none
SVR,-0.1542,-0.2939,0.1901,0.0610,0.0475,0.9300,1.2300,55.0000,P_%,date2,d1snv_300,300,none
GBR,-0.2156,-0.3555,0.4974,0.0626,0.0497,0.9100,1.2000,55.0000,P_%,date2,d1snv_300,300,none
XGBoost,-0.2922,-0.4489,0.5241,0.0646,0.0514,0.8800,1.1600,55.0000,P_%,date2,d1snv_300,300,none
PLSR,-40.6009,-46.2800,62.9666,0.3663,0.1362,0.1600,0.2000,55.0000,P_%,date2,d1snv_300,300,none
ElasticNet,-0.0684,-0.2051,0.1535,0.0587,0.0471,0.9700,1.2800,55.0000,P_%,date2,cwt,45,none
SVR,-0.0934,-0.2091,0.3204,0.0594,0.0474,0.9600,1.2600,55.0000,P_%,date2,cwt,45,none
RF,-0.1936,-0.3143,0.4487,0.0620,0.0483,0.9200,1.2100,55.0000,P_%,date2,cwt,45,none
GBR,-0.3428,-0.4609,0.5868,0.0658,0.0521,0.8600,1.1400,55.0000,P_%,date2,cwt,45,none
XGBoost,-0.6736,-0.7973,1.0225,0.0735,0.0558,0.7700,1.0200,55.0000,P_%,date2,cwt,45,none
PLSR,-28.9739,-31.8315,60.7604,0.3109,0.1146,0.1800,0.2400,55.0000,P_%,date2,cwt,45,none
GBR,0.1706,0.2001,0.3102,0.0492,0.0308,1.1000,1.4000,110.0000,P_%,date2,cwt,45,mixup
RF,0.1564,0.1820,0.2879,0.0497,0.0323,1.0900,1.3900,110.0000,P_%,date2,cwt,45,mixup
PLSR,0.0976,0.0475,0.2422,0.0514,0.0371,1.0500,1.3500,110.0000,P_%,date2,cwt,45,mixup
XGBoost,0.0869,0.1265,0.3695,0.0517,0.0332,1.0500,1.3400,110.0000,P_%,date2,cwt,45,mixup
ElasticNet,-0.0226,-0.0595,0.0544,0.0547,0.0435,0.9900,1.2600,110.0000,P_%,date2,cwt,45,mixup
SVR,-0.1932,-0.2379,0.2151,0.0591,0.0447,0.9200,1.1700,110.0000,P_%,date2,cwt,45,mixup
ElasticNet,-0.0684,-0.2051,0.1535,0.0587,0.0471,0.9700,1.2800,55.0000,P_%,date2,shape,12,none
GBR,-0.1122,-0.2087,0.5661,0.0599,0.0458,0.9500,1.2500,55.0000,P_%,date2,shape,12,none
RF,-0.1139,-0.2380,0.3834,0.0599,0.0488,0.9500,1.2500,55.0000,P_%,date2,shape,12,none
SVR,-0.1436,-0.2844,0.2436,0.0607,0.0479,0.9400,1.2300,55.0000,P_%,date2,shape,12,none
XGBoost,-0.2987,-0.4483,0.3356,0.0647,0.0506,0.8800,1.1600,55.0000,P_%,date2,shape,12,none
PLSR,-4.3274,-4.9226,7.8899,0.1311,0.0729,0.4300,0.5700,55.0000,P_%,date2,shape,12,none
RF,0.2162,0.2393,0.3026,0.0479,0.0318,1.1300,1.4400,110.0000,P_%,date2,shape,12,mixup
XGBoost,0.1780,0.2280,0.4088,0.0490,0.0308,1.1000,1.4100,110.0000,P_%,date2,shape,12,mixup
GBR,0.1765,0.1949,0.3766,0.0491,0.0313,1.1000,1.4100,110.0000,P_%,date2,shape,12,mixup
PLSR,-0.0033,-0.0409,0.1456,0.0542,0.0393,1.0000,1.2800,110.0000,P_%,date2,shape,12,mixup
ElasticNet,-0.0226,-0.0595,0.0544,0.0547,0.0435,0.9900,1.2600,110.0000,P_%,date2,shape,12,mixup
SVR,-0.1095,-0.1464,0.1668,0.0569,0.0445,0.9500,1.2100,110.0000,P_%,date2,shape,12,mixup
ElasticNet,-0.0684,-0.2051,0.1535,0.0587,0.0471,0.9700,1.2800,55.0000,P_%,date2,hyper_idx,24,none
SVR,-0.1988,-0.3475,0.1648,0.0622,0.0490,0.9100,1.2100,55.0000,P_%,date2,hyper_idx,24,none
RF,-0.2540,-0.4148,0.3270,0.0636,0.0508,0.8900,1.1800,55.0000,P_%,date2,hyper_idx,24,none
GBR,-0.4994,-0.6748,0.4232,0.0695,0.0561,0.8200,1.0800,55.0000,P_%,date2,hyper_idx,24,none
XGBoost,-0.7253,-0.9196,0.6784,0.0746,0.0589,0.7600,1.0100,55.0000,P_%,date2,hyper_idx,24,none
PLSR,-11.1919,-14.2648,25.0139,0.1983,0.0974,0.2900,0.3800,55.0000,P_%,date2,hyper_idx,24,none
RF,0.2869,0.2736,0.1771,0.0457,0.0298,1.1800,1.5100,110.0000,P_%,date2,hyper_idx,24,mixup
GBR,0.2568,0.2406,0.1848,0.0466,0.0288,1.1600,1.4800,110.0000,P_%,date2,hyper_idx,24,mixup
XGBoost,0.1730,0.1333,0.2075,0.0492,0.0304,1.1000,1.4100,110.0000,P_%,date2,hyper_idx,24,mixup
PLSR,0.0154,-0.0498,0.2363,0.0536,0.0383,1.0100,1.2900,110.0000,P_%,date2,hyper_idx,24,mixup
ElasticNet,-0.0226,-0.0595,0.0544,0.0547,0.0435,0.9900,1.2600,110.0000,P_%,date2,hyper_idx,24,mixup
SVR,-0.0832,-0.1320,0.1864,0.0563,0.0431,0.9600,1.2300,110.0000,P_%,date2,hyper_idx,24,mixup
ElasticNet,-0.0684,-0.2051,0.1535,0.0587,0.0471,0.9700,1.2800,55.0000,P_%,date2,pca,10,none
RF,-0.1653,-0.3041,0.3954,0.0613,0.0484,0.9300,1.2200,55.0000,P_%,date2,pca,10,none
SVR,-0.1665,-0.3072,0.2204,0.0613,0.0486,0.9300,1.2200,55.0000,P_%,date2,pca,10,none
GBR,-0.3303,-0.4902,0.5392,0.0655,0.0531,0.8700,1.1400,55.0000,P_%,date2,pca,10,none
XGBoost,-0.3837,-0.5605,0.6422,0.0668,0.0524,0.8500,1.1200,55.0000,P_%,date2,pca,10,none
PLSR,-3590.0468,-3913.6627,7797.8843,3.4034,0.6245,0.0200,0.0200,55.0000,P_%,date2,pca,10,none
ElasticNet,-0.0684,-0.2051,0.1535,0.0587,0.0471,0.9700,1.2800,55.0000,P_%,date2,combined,91,none
SVR,-0.1092,-0.2370,0.2711,0.0598,0.0475,0.9500,1.2500,55.0000,P_%,date2,combined,91,none
RF,-0.1815,-0.3280,0.3822,0.0617,0.0499,0.9200,1.2100,55.0000,P_%,date2,combined,91,none
GBR,-0.3441,-0.4772,0.5517,0.0658,0.0519,0.8600,1.1400,55.0000,P_%,date2,combined,91,none
XGBoost,-0.4738,-0.6746,0.3918,0.0689,0.0544,0.8200,1.0900,55.0000,P_%,date2,combined,91,none
PLSR,-10.6944,-12.5139,11.8670,0.1942,0.1212,0.2900,0.3900,55.0000,P_%,date2,combined,91,none
RF,0.3485,0.3379,0.1499,0.0436,0.0288,1.2400,1.5800,110.0000,P_%,date2,combined,91,mixup
XGBoost,0.2862,0.2572,0.2270,0.0457,0.0282,1.1800,1.5100,110.0000,P_%,date2,combined,91,mixup
GBR,0.2734,0.2699,0.1942,0.0461,0.0266,1.1700,1.5000,110.0000,P_%,date2,combined,91,mixup
PLSR,0.0103,-0.0813,0.2791,0.0538,0.0382,1.0100,1.2800,110.0000,P_%,date2,combined,91,mixup
ElasticNet,-0.0226,-0.0595,0.0544,0.0547,0.0435,0.9900,1.2600,110.0000,P_%,date2,combined,91,mixup
SVR,-0.0742,-0.1145,0.1691,0.0560,0.0439,0.9600,1.2300,110.0000,P_%,date2,combined,91,mixup
Stacking,-0.1861,,,0.0619,,0.9200,,,P_%,date2,combined,91,none
ElasticNet,-0.1269,-0.4940,0.3444,0.6138,0.4826,0.9400,1.1600,55.0000,K_%,date2,smooth_300,300,none
SVR,-0.1312,-0.4302,0.1862,0.6149,0.4670,0.9400,1.1600,55.0000,K_%,date2,smooth_300,300,none
RF,-0.2396,-0.6644,0.2408,0.6437,0.4972,0.9000,1.1100,55.0000,K_%,date2,smooth_300,300,none
GBR,-0.4448,-0.8430,0.1060,0.6950,0.5158,0.8300,1.0300,55.0000,K_%,date2,smooth_300,300,none
XGBoost,-0.9948,-1.5923,0.4192,0.8166,0.6430,0.7100,0.8800,55.0000,K_%,date2,smooth_300,300,none
PLSR,-223.5220,-589.8671,942.1011,8.6633,2.3708,0.0700,0.0800,55.0000,K_%,date2,smooth_300,300,none
ElasticNet,-0.1269,-0.4940,0.3444,0.6138,0.4826,0.9400,1.1600,55.0000,K_%,date2,d1snv_300,300,none
SVR,-0.1488,-0.5357,0.2256,0.6197,0.4897,0.9300,1.1500,55.0000,K_%,date2,d1snv_300,300,none
RF,-0.1849,-0.4615,0.3187,0.6294,0.4955,0.9200,1.1400,55.0000,K_%,date2,d1snv_300,300,none
GBR,-0.2921,-0.5603,0.4002,0.6572,0.5181,0.8800,1.0900,55.0000,K_%,date2,d1snv_300,300,none
XGBoost,-0.3194,-0.6344,0.3558,0.6641,0.5417,0.8700,1.0800,55.0000,K_%,date2,d1snv_300,300,none
PLSR,-16.5400,-44.1096,71.3994,2.4214,1.0865,0.2400,0.3000,55.0000,K_%,date2,d1snv_300,300,none
SVR,-0.1264,-0.4575,0.2430,0.6136,0.4669,0.9400,1.1700,55.0000,K_%,date2,cwt,45,none
ElasticNet,-0.1269,-0.4940,0.3444,0.6138,0.4826,0.9400,1.1600,55.0000,K_%,date2,cwt,45,none
RF,-0.2244,-0.5807,0.2904,0.6397,0.4810,0.9000,1.1200,55.0000,K_%,date2,cwt,45,none
GBR,-0.4739,-0.8077,0.3946,0.7019,0.5258,0.8200,1.0200,55.0000,K_%,date2,cwt,45,none
XGBoost,-0.5564,-1.0468,0.5492,0.7213,0.5516,0.8000,0.9900,55.0000,K_%,date2,cwt,45,none
PLSR,-24.3996,-70.6742,132.0866,2.9139,1.1072,0.2000,0.2500,55.0000,K_%,date2,cwt,45,none
RF,0.2737,0.2772,0.1352,0.4900,0.3185,1.1700,1.5300,110.0000,K_%,date2,cwt,45,mixup
XGBoost,0.1933,0.1899,0.1365,0.5164,0.3396,1.1100,1.4500,110.0000,K_%,date2,cwt,45,mixup
GBR,0.1313,0.1390,0.1299,0.5359,0.3266,1.0700,1.4000,110.0000,K_%,date2,cwt,45,mixup
PLSR,0.1057,0.1051,0.1670,0.5437,0.4144,1.0600,1.3800,110.0000,K_%,date2,cwt,45,mixup
SVR,0.0764,0.0983,0.1320,0.5526,0.3995,1.0400,1.3500,110.0000,K_%,date2,cwt,45,mixup
ElasticNet,-0.0063,-0.0153,0.0107,0.5768,0.4547,1.0000,1.3000,110.0000,K_%,date2,cwt,45,mixup
SVR,-0.1043,-0.4405,0.2028,0.6076,0.4684,0.9500,1.1800,55.0000,K_%,date2,shape,12,none
ElasticNet,-0.1269,-0.4940,0.3444,0.6138,0.4826,0.9400,1.1600,55.0000,K_%,date2,shape,12,none
RF,-0.3410,-0.7979,0.4608,0.6695,0.5029,0.8600,1.0700,55.0000,K_%,date2,shape,12,none
XGBoost,-0.3851,-0.9863,0.6504,0.6805,0.5199,0.8500,1.0500,55.0000,K_%,date2,shape,12,none
GBR,-0.6910,-1.2115,0.7294,0.7518,0.5619,0.7700,0.9500,55.0000,K_%,date2,shape,12,none
PLSR,-41.1253,-119.2511,221.8643,3.7525,1.2906,0.1500,0.1900,55.0000,K_%,date2,shape,12,none
RF,0.1882,0.1943,0.2038,0.5181,0.3251,1.1100,1.4400,110.0000,K_%,date2,shape,12,mixup
SVR,0.1752,0.1981,0.1344,0.5222,0.3619,1.1000,1.4300,110.0000,K_%,date2,shape,12,mixup
GBR,0.0890,0.1135,0.3146,0.5488,0.3210,1.0500,1.3600,110.0000,K_%,date2,shape,12,mixup
PLSR,0.0218,0.0063,0.1498,0.5687,0.4394,1.0100,1.3200,110.0000,K_%,date2,shape,12,mixup
ElasticNet,-0.0063,-0.0153,0.0107,0.5768,0.4547,1.0000,1.3000,110.0000,K_%,date2,shape,12,mixup
XGBoost,-0.1163,-0.1510,0.2722,0.6075,0.3626,0.9500,1.2300,110.0000,K_%,date2,shape,12,mixup
ElasticNet,-0.1269,-0.4940,0.3444,0.6138,0.4826,0.9400,1.1600,55.0000,K_%,date2,hyper_idx,24,none
SVR,-0.3028,-0.7693,0.4198,0.6599,0.5082,0.8800,1.0800,55.0000,K_%,date2,hyper_idx,24,none
RF,-0.4213,-0.9034,0.3095,0.6893,0.5667,0.8400,1.0400,55.0000,K_%,date2,hyper_idx,24,none
GBR,-1.0104,-1.7010,0.4342,0.8198,0.6757,0.7100,0.8700,55.0000,K_%,date2,hyper_idx,24,none
XGBoost,-1.0411,-2.0574,1.2517,0.8260,0.6860,0.7000,0.8700,55.0000,K_%,date2,hyper_idx,24,none
PLSR,-3.4619,-8.8704,12.5180,1.2213,0.7171,0.4700,0.5900,55.0000,K_%,date2,hyper_idx,24,none
RF,0.3312,0.3253,0.2160,0.4702,0.3226,1.2200,1.5900,110.0000,K_%,date2,hyper_idx,24,mixup
SVR,0.2799,0.3179,0.1967,0.4879,0.3302,1.1800,1.5300,110.0000,K_%,date2,hyper_idx,24,mixup
GBR,0.2475,0.2657,0.2443,0.4988,0.2933,1.1500,1.5000,110.0000,K_%,date2,hyper_idx,24,mixup
XGBoost,0.1779,0.1149,0.3662,0.5213,0.3154,1.1000,1.4400,110.0000,K_%,date2,hyper_idx,24,mixup
PLSR,0.1519,0.1282,0.3310,0.5295,0.3832,1.0900,1.4100,110.0000,K_%,date2,hyper_idx,24,mixup
ElasticNet,-0.0063,-0.0153,0.0107,0.5768,0.4547,1.0000,1.3000,110.0000,K_%,date2,hyper_idx,24,mixup
ElasticNet,-0.1269,-0.4940,0.3444,0.6138,0.4826,0.9400,1.1600,55.0000,K_%,date2,pca,10,none
RF,-0.2329,-0.5784,0.2089,0.6420,0.4962,0.9000,1.1100,55.0000,K_%,date2,pca,10,none
SVR,-0.2544,-0.6026,0.2639,0.6476,0.5060,0.8900,1.1000,55.0000,K_%,date2,pca,10,none
GBR,-0.5421,-1.0940,0.3588,0.7180,0.5796,0.8100,1.0000,55.0000,K_%,date2,pca,10,none
XGBoost,-0.5598,-1.1137,0.2171,0.7221,0.5887,0.8000,0.9900,55.0000,K_%,date2,pca,10,none
PLSR,-3848.2083,-11282.3085,21452.6482,35.8707,7.9215,0.0200,0.0200,55.0000,K_%,date2,pca,10,none
ElasticNet,-0.1269,-0.4940,0.3444,0.6138,0.4826,0.9400,1.1600,55.0000,K_%,date2,combined,91,none
SVR,-0.2275,-0.5932,0.1043,0.6406,0.4825,0.9000,1.1200,55.0000,K_%,date2,combined,91,none
RF,-0.2964,-0.7121,0.1678,0.6583,0.5319,0.8800,1.0900,55.0000,K_%,date2,combined,91,none
GBR,-0.5538,-1.0463,0.2578,0.7207,0.5882,0.8000,0.9900,55.0000,K_%,date2,combined,91,none
XGBoost,-0.5774,-1.1683,0.4488,0.7261,0.5973,0.8000,0.9800,55.0000,K_%,date2,combined,91,none
PLSR,-4.3854,-10.2169,13.1959,1.3417,0.9376,0.4300,0.5300,55.0000,K_%,date2,combined,91,none
RF,0.3718,0.3668,0.2057,0.4557,0.3117,1.2600,1.6400,110.0000,K_%,date2,combined,91,mixup
SVR,0.3003,0.3458,0.1980,0.4809,0.3237,1.2000,1.5600,110.0000,K_%,date2,combined,91,mixup
XGBoost,0.2959,0.2732,0.1486,0.4824,0.3081,1.1900,1.5500,110.0000,K_%,date2,combined,91,mixup
GBR,0.2505,0.2791,0.2338,0.4978,0.2957,1.1600,1.5000,110.0000,K_%,date2,combined,91,mixup
PLSR,0.0082,-0.0214,0.3990,0.5726,0.3912,1.0000,1.3100,110.0000,K_%,date2,combined,91,mixup
ElasticNet,-0.0063,-0.0153,0.0107,0.5768,0.4547,1.0000,1.3000,110.0000,K_%,date2,combined,91,mixup
Stacking,-0.1551,,,0.6214,,0.9300,,,K_%,date2,combined,91,none
ElasticNet,-0.0591,-0.2353,0.2392,0.0932,0.0770,0.9700,1.5000,55.0000,Ca_%,date2,smooth_300,300,none
SVR,-0.2263,-0.3790,0.2729,0.1003,0.0800,0.9000,1.4000,55.0000,Ca_%,date2,smooth_300,300,none
RF,-0.4135,-0.5714,0.2779,0.1077,0.0858,0.8400,1.3000,55.0000,Ca_%,date2,smooth_300,300,none
XGBoost,-0.5869,-0.7647,0.3510,0.1141,0.0893,0.7900,1.2300,55.0000,Ca_%,date2,smooth_300,300,none
GBR,-0.6656,-0.9191,0.2717,0.1169,0.0921,0.7700,1.2000,55.0000,Ca_%,date2,smooth_300,300,none
PLSR,-92.2468,-192.6034,363.0451,0.8745,0.2724,0.1000,0.1600,55.0000,Ca_%,date2,smooth_300,300,none
ElasticNet,-0.0591,-0.2353,0.2392,0.0932,0.0770,0.9700,1.5000,55.0000,Ca_%,date2,d1snv_300,300,none
RF,-0.1396,-0.2951,0.1201,0.0967,0.0805,0.9400,1.4500,55.0000,Ca_%,date2,d1snv_300,300,none
GBR,-0.2472,-0.4175,0.2081,0.1011,0.0820,0.9000,1.3800,55.0000,Ca_%,date2,d1snv_300,300,none
SVR,-0.2539,-0.4057,0.3384,0.1014,0.0808,0.8900,1.3800,55.0000,Ca_%,date2,d1snv_300,300,none
XGBoost,-0.3188,-0.5397,0.4533,0.1040,0.0835,0.8700,1.3500,55.0000,Ca_%,date2,d1snv_300,300,none
PLSR,-17.4780,-36.4564,69.0734,0.3893,0.1551,0.2300,0.3600,55.0000,Ca_%,date2,d1snv_300,300,none
ElasticNet,-0.0591,-0.2353,0.2392,0.0932,0.0770,0.9700,1.5000,55.0000,Ca_%,date2,cwt,45,none
RF,-0.2864,-0.4838,0.2576,0.1027,0.0848,0.8800,1.3600,55.0000,Ca_%,date2,cwt,45,none
SVR,-0.4198,-0.6343,0.4944,0.1079,0.0861,0.8400,1.3000,55.0000,Ca_%,date2,cwt,45,none
GBR,-0.4434,-0.6903,0.3467,0.1088,0.0884,0.8300,1.2900,55.0000,Ca_%,date2,cwt,45,none
XGBoost,-0.5027,-0.7895,0.4207,0.1110,0.0903,0.8200,1.2600,55.0000,Ca_%,date2,cwt,45,none
PLSR,-26.0314,-54.7524,104.7479,0.4708,0.1884,0.1900,0.3000,55.0000,Ca_%,date2,cwt,45,none
GBR,0.2264,0.2619,0.3252,0.0797,0.0522,1.1400,1.7500,110.0000,Ca_%,date2,cwt,45,mixup
RF,0.1969,0.2092,0.2697,0.0812,0.0580,1.1200,1.7100,110.0000,Ca_%,date2,cwt,45,mixup
XGBoost,0.0920,0.1265,0.3226,0.0863,0.0556,1.0500,1.6100,110.0000,Ca_%,date2,cwt,45,mixup
PLSR,0.0804,0.0624,0.1590,0.0868,0.0661,1.0400,1.6000,110.0000,Ca_%,date2,cwt,45,mixup
ElasticNet,-0.0080,-0.0261,0.0138,0.0909,0.0740,1.0000,1.5300,110.0000,Ca_%,date2,cwt,45,mixup
SVR,-0.0561,-0.0482,0.1293,0.0931,0.0734,0.9700,1.4900,110.0000,Ca_%,date2,cwt,45,mixup
ElasticNet,-0.0591,-0.2353,0.2392,0.0932,0.0770,0.9700,1.5000,55.0000,Ca_%,date2,shape,12,none
RF,-0.1643,-0.3623,0.2684,0.0977,0.0791,0.9300,1.4300,55.0000,Ca_%,date2,shape,12,none
SVR,-0.3607,-0.6482,0.4191,0.1056,0.0879,0.8600,1.3300,55.0000,Ca_%,date2,shape,12,none
GBR,-0.4040,-0.6608,0.3795,0.1073,0.0875,0.8400,1.3000,55.0000,Ca_%,date2,shape,12,none
XGBoost,-0.4633,-0.7580,0.4489,0.1095,0.0879,0.8300,1.2800,55.0000,Ca_%,date2,shape,12,none
PLSR,-14.5808,-30.7029,59.2731,0.3575,0.1420,0.2500,0.3900,55.0000,Ca_%,date2,shape,12,none
RF,0.2782,0.3043,0.2578,0.0769,0.0547,1.1800,1.8100,110.0000,Ca_%,date2,shape,12,mixup
GBR,0.2571,0.3123,0.3244,0.0781,0.0524,1.1600,1.7800,110.0000,Ca_%,date2,shape,12,mixup
XGBoost,0.1293,0.1666,0.3030,0.0845,0.0578,1.0700,1.6500,110.0000,Ca_%,date2,shape,12,mixup
SVR,0.0849,0.1025,0.1823,0.0866,0.0697,1.0500,1.6100,110.0000,Ca_%,date2,shape,12,mixup
ElasticNet,-0.0080,-0.0261,0.0138,0.0909,0.0740,1.0000,1.5300,110.0000,Ca_%,date2,shape,12,mixup
PLSR,-0.0099,0.0076,0.3266,0.0910,0.0677,1.0000,1.5300,110.0000,Ca_%,date2,shape,12,mixup
ElasticNet,-0.0591,-0.2353,0.2392,0.0932,0.0770,0.9700,1.5000,55.0000,Ca_%,date2,hyper_idx,24,none
RF,-0.2425,-0.4764,0.2898,0.1009,0.0830,0.9000,1.3900,55.0000,Ca_%,date2,hyper_idx,24,none
SVR,-0.3393,-0.5870,0.4347,0.1048,0.0861,0.8600,1.3400,55.0000,Ca_%,date2,hyper_idx,24,none
GBR,-0.3621,-0.6520,0.4722,0.1057,0.0863,0.8600,1.3200,55.0000,Ca_%,date2,hyper_idx,24,none
XGBoost,-0.5406,-0.9051,0.6757,0.1124,0.0909,0.8100,1.2500,55.0000,Ca_%,date2,hyper_idx,24,none
PLSR,-5.2152,-10.2122,15.8795,0.2258,0.1307,0.4000,0.6200,55.0000,Ca_%,date2,hyper_idx,24,none
GBR,0.5148,0.5108,0.2324,0.0631,0.0395,1.4400,2.2100,110.0000,Ca_%,date2,hyper_idx,24,mixup
RF,0.4567,0.4654,0.2340,0.0668,0.0469,1.3600,2.0800,110.0000,Ca_%,date2,hyper_idx,24,mixup
