model,R2,R2_fold_mean,R2_fold_std,RMSE,MAE,RPD,RPIQ,n,element,date,feature_set,n_features,augmented
SVR,0.0232,-0.0235,0.1929,0.3289,0.2463,1.0100,1.2400,92.0000,Co_мг_кг,date2,rf_selected,20,mixup
ElasticNet,-0.0267,-0.0617,0.0751,0.3372,0.2661,0.9900,1.2100,92.0000,Co_мг_кг,date2,rf_selected,20,mixup
Stacking,-0.1158,,,0.3704,,0.9500,,,Co_мг_кг,date2,combined,74,none
MO-GPR,-0.2172,,,0.5840,,0.9100,,,N_%,date2,pca,10,none
MO-GPR,0.0162,,,0.0593,,1.0100,,,P_%,date2,pca,10,none
MO-GPR,-0.1290,,,0.6022,,0.9400,,,K_%,date2,pca,10,none
MO-GPR,-0.0178,,,0.0919,,0.9900,,,Ca_%,date2,pca,10,none
MO-GPR,-0.0766,,,0.0402,,0.9600,,,Mg_%,date2,pca,10,none
MO-GPR,-0.1274,,,0.0471,,0.9400,,,S_%,date2,pca,10,none
MO-GPR,-0.0674,,,3591.8508,,0.9700,,,Нитраты_мг_кг,date2,pca,10,none
MO-GPR,-0.0085,,,139.2296,,1.0000,,,Fe_мг_кг,date2,pca,10,none
MO-GPR,-0.0352,,,11.4038,,0.9800,,,Mn_мг_кг,date2,pca,10,none
MO-GPR,-0.1640,,,1.2600,,0.9300,,,Cu_мг_кг,date2,pca,10,none
MO-GPR,-0.0305,,,4.5736,,0.9900,,,Zn_мг_кг,date2,pca,10,none
MO-GPR,-0.0218,,,0.3568,,0.9900,,,Co_мг_кг,date2,pca,10,none
