model,R2,R2_fold_mean,R2_fold_std,RMSE,MAE,RPD,RPIQ,n,element,date,feature_set,n_features,augmented
RF,-0.1419,-0.2411,0.4498,0.6214,0.5099,0.9400,1.4300,61.0000,Co_мг_кг,date1,poly,20,none
GBR,-0.3164,-0.4559,0.7366,0.6672,0.5260,0.8700,1.3300,61.0000,Co_мг_кг,date1,poly,20,none
XGBoost,-0.5081,-0.6398,0.6224,0.7142,0.5731,0.8100,1.2400,61.0000,Co_мг_кг,date1,poly,20,none
PLSR,-1.1103,-1.7995,3.2535,0.8448,0.5829,0.6900,1.0500,61.0000,Co_мг_кг,date1,poly,20,none
GBR,0.1012,-0.0088,0.5119,0.5513,0.4459,1.0500,1.6100,61.0000,Co_мг_кг,date1,combined,74,none
RF,0.0430,-0.0401,0.3781,0.5689,0.4726,1.0200,1.5600,61.0000,Co_мг_кг,date1,combined,74,none
XGBoost,0.0419,-0.0404,0.3587,0.5692,0.4894,1.0200,1.5600,61.0000,Co_мг_кг,date1,combined,74,none
ElasticNet,-0.0115,-0.0413,0.0442,0.5849,0.4737,0.9900,1.5200,61.0000,Co_мг_кг,date1,combined,74,none
SVR,-0.1608,-0.2242,0.1972,0.6266,0.4962,0.9300,1.4200,61.0000,Co_мг_кг,date1,combined,74,none
PLSR,-10.3319,-14.0976,21.0308,1.9577,0.8217,0.3000,0.4500,61.0000,Co_мг_кг,date1,combined,74,none
XGBoost,0.4431,0.4264,0.2416,0.3977,0.2604,1.3400,1.9800,122.0000,Co_мг_кг,date1,combined,74,mixup
GBR,0.3961,0.3891,0.1909,0.4142,0.2759,1.2900,1.9000,122.0000,Co_мг_кг,date1,combined,74,mixup
RF,0.3841,0.3746,0.1616,0.4182,0.3175,1.2700,1.8800,122.0000,Co_мг_кг,date1,combined,74,mixup
SVR,0.0090,-0.0366,0.1282,0.5305,0.4113,1.0000,1.4800,122.0000,Co_мг_кг,date1,combined,74,mixup
ElasticNet,-0.0128,-0.0341,0.0242,0.5363,0.4364,0.9900,1.4600,122.0000,Co_мг_кг,date1,combined,74,mixup
GBR,0.7507,0.7438,0.1325,0.3000,0.1644,2.0000,2.7100,122.0000,Co_мг_кг,date1,combined,74,noise
RF,0.6774,0.6660,0.0756,0.3412,0.2363,1.7600,2.3900,122.0000,Co_мг_кг,date1,combined,74,noise
XGBoost,0.6625,0.6582,0.1221,0.3490,0.1896,1.7200,2.3300,122.0000,Co_мг_кг,date1,combined,74,noise
SVR,0.1508,0.1300,0.0941,0.5536,0.4340,1.0900,1.4700,122.0000,Co_мг_кг,date1,combined,74,noise
ElasticNet,-0.0119,-0.0328,0.0224,0.6043,0.4971,0.9900,1.3500,122.0000,Co_мг_кг,date1,combined,74,noise
GBR,0.0880,-0.0344,0.5050,0.5554,0.4672,1.0500,1.6000,61.0000,Co_мг_кг,date1,rf_selected,20,none
RF,0.0521,-0.0505,0.4069,0.5662,0.4708,1.0300,1.5700,61.0000,Co_мг_кг,date1,rf_selected,20,none
ElasticNet,-0.0115,-0.0413,0.0442,0.5849,0.4737,0.9900,1.5200,61.0000,Co_мг_кг,date1,rf_selected,20,none
SVR,-0.1334,-0.1951,0.1840,0.6191,0.4908,0.9400,1.4300,61.0000,Co_мг_кг,date1,rf_selected,20,none
XGBoost,-0.1471,-0.2564,0.4742,0.6229,0.5197,0.9300,1.4300,61.0000,Co_мг_кг,date1,rf_selected,20,none
PLSR,-5.5455,-8.8420,16.7104,1.4878,0.7062,0.3900,0.6000,61.0000,Co_мг_кг,date1,rf_selected,20,none
RF,0.3232,0.3217,0.2108,0.4384,0.3297,1.2200,1.7900,122.0000,Co_мг_кг,date1,rf_selected,20,mixup
XGBoost,0.2834,0.2449,0.1954,0.4511,0.3213,1.1800,1.7400,122.0000,Co_мг_кг,date1,rf_selected,20,mixup
GBR,0.2695,0.2655,0.2764,0.4555,0.3061,1.1700,1.7200,122.0000,Co_мг_кг,date1,rf_selected,20,mixup
ElasticNet,-0.0128,-0.0341,0.0242,0.5363,0.4364,0.9900,1.4600,122.0000,Co_мг_кг,date1,rf_selected,20,mixup
SVR,-0.0342,-0.0780,0.1370,0.5420,0.4152,0.9800,1.4500,122.0000,Co_мг_кг,date1,rf_selected,20,mixup
Stacking,-0.0626,,,0.5995,,0.9700,,,Co_мг_кг,date1,combined,74,none
MO-GPR,-0.0444,,,0.4414,,0.9800,,,N_%,date1,pca,10,none
MO-GPR,-0.0462,,,0.0818,,0.9800,,,P_%,date1,pca,10,none
MO-GPR,-0.0265,,,0.7747,,0.9900,,,K_%,date1,pca,10,none
MO-GPR,0.0726,,,0.1543,,1.0400,,,Ca_%,date1,pca,10,none
MO-GPR,-0.0297,,,0.0964,,0.9900,,,Mg_%,date1,pca,10,none
MO-GPR,0.0371,,,0.0558,,1.0200,,,S_%,date1,pca,10,none
MO-GPR,-0.0228,,,2129.5704,,0.9900,,,Нитраты_мг_кг,date1,pca,10,none
MO-GPR,-0.0334,,,57.0324,,0.9800,,,Fe_мг_кг,date1,pca,10,none
MO-GPR,-0.0366,,,19.6377,,0.9800,,,Mn_мг_кг,date1,pca,10,none
MO-GPR,-0.1011,,,2.0740,,0.9500,,,Cu_мг_кг,date1,pca,10,none
MO-GPR,-0.0596,,,14.3777,,0.9700,,,Zn_мг_кг,date1,pca,10,none
MO-GPR,-0.0614,,,0.6002,,0.9700,,,Co_мг_кг,date1,pca,10,none
PLSR,0.1992,0.1337,0.1923,0.4884,0.3803,1.1200,1.3500,97.0000,N_%,date2,bands,5,none
SVR,0.0303,-0.0880,0.2421,0.5374,0.4141,1.0200,1.2300,97.0000,N_%,date2,bands,5,none
ElasticNet,-0.0250,-0.0832,0.1101,0.5525,0.4201,0.9900,1.1900,97.0000,N_%,date2,bands,5,none
RF,-0.1165,-0.2819,0.4073,0.5766,0.4394,0.9500,1.1400,97.0000,N_%,date2,bands,5,none
GBR,-0.3578,-0.7323,0.9744,0.6359,0.4879,0.8600,1.0400,97.0000,N_%,date2,bands,5,none
XGBoost,-0.3984,-0.7818,0.9859,0.6454,0.4945,0.8500,1.0200,97.0000,N_%,date2,bands,5,none
SVR,0.0910,-0.0404,0.2640,0.5203,0.4039,1.0500,1.2700,97.0000,N_%,date2,indices,44,none
RF,-0.0155,-0.1995,0.4233,0.5499,0.4263,0.9900,1.2000,97.0000,N_%,date2,indices,44,none
ElasticNet,-0.0250,-0.0832,0.1101,0.5525,0.4201,0.9900,1.1900,97.0000,N_%,date2,indices,44,none
GBR,-0.1933,-0.4159,0.5253,0.5961,0.4751,0.9200,1.1100,97.0000,N_%,date2,indices,44,none
XGBoost,-0.2438,-0.4238,0.5675,0.6086,0.4871,0.9000,1.0800,97.0000,N_%,date2,indices,44,none
PLSR,-3.5969,-3.4981,5.5698,1.1701,0.6081,0.4700,0.5600,97.0000,N_%,date2,indices,44,none
GBR,0.4927,0.4708,0.1069,0.3656,0.2526,1.4000,1.4600,194.0000,N_%,date2,indices,44,mixup
RF,0.4907,0.4770,0.0845,0.3663,0.2692,1.4000,1.4600,194.0000,N_%,date2,indices,44,mixup
XGBoost,0.4328,0.4208,0.1026,0.3865,0.2614,1.3300,1.3800,194.0000,N_%,date2,indices,44,mixup
SVR,0.3323,0.3164,0.1320,0.4194,0.3161,1.2200,1.2800,194.0000,N_%,date2,indices,44,mixup
ElasticNet,-0.0085,-0.0260,0.0191,0.5154,0.3816,1.0000,1.0400,194.0000,N_%,date2,indices,44,mixup
SVR,0.0977,-0.0367,0.2728,0.5184,0.4026,1.0500,1.2700,97.0000,N_%,date2,bands_idx,49,none
ElasticNet,-0.0250,-0.0832,0.1101,0.5525,0.4201,0.9900,1.1900,97.0000,N_%,date2,bands_idx,49,none
RF,-0.0265,-0.1862,0.3902,0.5529,0.4267,0.9900,1.1900,97.0000,N_%,date2,bands_idx,49,none
GBR,-0.1348,-0.3341,0.5300,0.5813,0.4521,0.9400,1.1400,97.0000,N_%,date2,bands_idx,49,none
XGBoost,-0.3100,-0.5653,0.6917,0.6246,0.4983,0.8700,1.0600,97.0000,N_%,date2,bands_idx,49,none
PLSR,-3.5036,-3.3833,5.5429,1.1581,0.5945,0.4700,0.5700,97.0000,N_%,date2,bands_idx,49,none
RF,0.5066,0.4978,0.0833,0.3605,0.2628,1.4200,1.4800,194.0000,N_%,date2,bands_idx,49,mixup
XGBoost,0.5060,0.4957,0.0792,0.3607,0.2392,1.4200,1.4800,194.0000,N_%,date2,bands_idx,49,mixup
GBR,0.4734,0.4494,0.1702,0.3724,0.2494,1.3800,1.4400,194.0000,N_%,date2,bands_idx,49,mixup
SVR,0.3300,0.3190,0.1382,0.4201,0.3144,1.2200,1.2700,194.0000,N_%,date2,bands_idx,49,mixup
ElasticNet,-0.0085,-0.0260,0.0191,0.5154,0.3816,1.0000,1.0400,194.0000,N_%,date2,bands_idx,49,mixup
SVR,0.1208,0.0562,0.1305,0.5117,0.4048,1.0700,1.2900,97.0000,N_%,date2,pca,10,none
RF,0.0897,-0.0780,0.4129,0.5207,0.4052,1.0500,1.2700,97.0000,N_%,date2,pca,10,none
ElasticNet,-0.0250,-0.0832,0.1101,0.5525,0.4201,0.9900,1.1900,97.0000,N_%,date2,pca,10,none
GBR,-0.0293,-0.2218,0.4737,0.5537,0.4471,0.9900,1.1900,97.0000,N_%,date2,pca,10,none
XGBoost,-0.1956,-0.3528,0.4099,0.5967,0.4909,0.9100,1.1100,97.0000,N_%,date2,pca,10,none
PLSR,-2.2662,-2.2751,3.7141,0.9863,0.5232,0.5500,0.6700,97.0000,N_%,date2,pca,10,none
SVR,0.0371,-0.0739,0.2305,0.5355,0.4102,1.0200,1.2300,97.0000,N_%,date2,poly,20,none
ElasticNet,-0.0250,-0.0832,0.1101,0.5525,0.4201,0.9900,1.1900,97.0000,N_%,date2,poly,20,none
PLSR,-0.1058,-0.2771,0.6319,0.5739,0.4177,0.9500,1.1500,97.0000,N_%,date2,poly,20,none
RF,-0.1085,-0.2929,0.4760,0.5746,0.4356,0.9500,1.1500,97.0000,N_%,date2,poly,20,none
GBR,-0.1700,-0.4193,0.6000,0.5903,0.4612,0.9200,1.1200,97.0000,N_%,date2,poly,20,none
XGBoost,-0.2913,-0.5879,0.7674,0.6201,0.4815,0.8800,1.0600,97.0000,N_%,date2,poly,20,none
SVR,0.1339,0.0352,0.1746,0.5079,0.4018,1.0700,1.3000,97.0000,N_%,date2,combined,74,none
RF,0.0824,-0.1040,0.4272,0.5228,0.4091,1.0400,1.2600,97.0000,N_%,date2,combined,74,none
XGBoost,0.0201,-0.1484,0.4142,0.5402,0.4343,1.0100,1.2200,97.0000,N_%,date2,combined,74,none
ElasticNet,-0.0250,-0.0832,0.1101,0.5525,0.4201,0.9900,1.1900,97.0000,N_%,date2,combined,74,none
GBR,-0.0319,-0.2490,0.5154,0.5544,0.4500,0.9800,1.1900,97.0000,N_%,date2,combined,74,none
PLSR,-1.3552,-1.4550,2.3726,0.8375,0.4786,0.6500,0.7900,97.0000,N_%,date2,combined,74,none
GBR,0.5965,0.5831,0.1058,0.3260,0.2187,1.5700,1.6400,194.0000,N_%,date2,combined,74,mixup
RF,0.5762,0.5672,0.0976,0.3341,0.2389,1.5400,1.6000,194.0000,N_%,date2,combined,74,mixup
XGBoost,0.5323,0.5197,0.1130,0.3510,0.2225,1.4600,1.5200,194.0000,N_%,date2,combined,74,mixup
SVR,0.4228,0.4157,0.1260,0.3899,0.2917,1.3200,1.3700,194.0000,N_%,date2,combined,74,mixup
ElasticNet,-0.0085,-0.0260,0.0191,0.5154,0.3816,1.0000,1.0400,194.0000,N_%,date2,combined,74,mixup
GBR,0.7247,0.7155,0.0780,0.2779,0.1614,1.9100,2.3700,194.0000,N_%,date2,combined,74,noise
RF,0.6833,0.6799,0.0912,0.2981,0.1935,1.7800,2.2100,194.0000,N_%,date2,combined,74,noise
XGBoost,0.6166,0.6071,0.0913,0.3280,0.1922,1.6200,2.0000,194.0000,N_%,date2,combined,74,noise
SVR,0.4153,0.4215,0.0950,0.4050,0.2871,1.3100,1.6200,194.0000,N_%,date2,combined,74,noise
ElasticNet,-0.0042,-0.0116,0.0149,0.5308,0.4018,1.0000,1.2400,194.0000,N_%,date2,combined,74,noise
SVR,0.0638,-0.0781,0.2929,0.5280,0.4188,1.0300,1.2500,97.0000,N_%,date2,rf_selected,20,none
RF,-0.0161,-0.1712,0.3871,0.5501,0.4256,0.9900,1.2000,97.0000,N_%,date2,rf_selected,20,none
ElasticNet,-0.0250,-0.0832,0.1101,0.5525,0.4201,0.9900,1.1900,97.0000,N_%,date2,rf_selected,20,none
GBR,-0.1724,-0.3917,0.6003,0.5909,0.4618,0.9200,1.1200,97.0000,N_%,date2,rf_selected,20,none
XGBoost,-0.2079,-0.4529,0.6621,0.5998,0.4827,0.9100,1.1000,97.0000,N_%,date2,rf_selected,20,none
PLSR,-2.4979,-2.4083,4.1466,1.0207,0.5286,0.5300,0.6500,97.0000,N_%,date2,rf_selected,20,none
XGBoost,0.5551,0.5433,0.0978,0.3423,0.2262,1.5000,1.5600,194.0000,N_%,date2,rf_selected,20,mixup
RF,0.5239,0.5170,0.0664,0.3541,0.2579,1.4500,1.5100,194.0000,N_%,date2,rf_selected,20,mixup
GBR,0.5024,0.4818,0.1402,0.3620,0.2488,1.4200,1.4800,194.0000,N_%,date2,rf_selected,20,mixup
SVR,0.3803,0.3703,0.1311,0.4040,0.3064,1.2700,1.3200,194.0000,N_%,date2,rf_selected,20,mixup
ElasticNet,-0.0085,-0.0260,0.0191,0.5154,0.3816,1.0000,1.0400,194.0000,N_%,date2,rf_selected,20,mixup
Stacking,0.0931,,,0.5197,,1.0500,,,N_%,date2,combined,74,none
ElasticNet,-0.0193,-0.0491,0.0675,0.0640,0.0497,0.9900,1.2500,97.0000,P_%,date2,bands,5,none
SVR,-0.0591,-0.1561,0.1789,0.0652,0.0531,0.9700,1.2300,97.0000,P_%,date2,bands,5,none
RF,-0.1157,-0.1513,0.1481,0.0669,0.0530,0.9500,1.2000,97.0000,P_%,date2,bands,5,none
GBR,-0.2302,-0.3583,0.2704,0.0703,0.0550,0.9000,1.1400,97.0000,P_%,date2,bands,5,none
PLSR,-0.3929,-0.4720,0.8662,0.0748,0.0516,0.8500,1.0700,97.0000,P_%,date2,bands,5,none
XGBoost,-0.4000,-0.4672,0.2773,0.0750,0.0596,0.8500,1.0700,97.0000,P_%,date2,bands,5,none
GBR,0.1087,0.0543,0.1683,0.0598,0.0461,1.0600,1.3400,97.0000,P_%,date2,indices,44,none
RF,0.0828,-0.0005,0.1930,0.0607,0.0483,1.0400,1.3200,97.0000,P_%,date2,indices,44,none
SVR,0.0698,-0.0091,0.1699,0.0611,0.0472,1.0400,1.3100,97.0000,P_%,date2,indices,44,none
ElasticNet,-0.0193,-0.0491,0.0675,0.0640,0.0497,0.9900,1.2500,97.0000,P_%,date2,indices,44,none
XGBoost,-0.0197,-0.1305,0.3039,0.0640,0.0506,0.9900,1.2500,97.0000,P_%,date2,indices,44,none
PLSR,-2.2941,-2.6514,3.8422,0.1150,0.0628,0.5500,0.7000,97.0000,P_%,date2,indices,44,none
GBR,0.6026,0.5693,0.1728,0.0396,0.0285,1.5900,1.9800,194.0000,P_%,date2,indices,44,mixup
RF,0.5681,0.5516,0.1237,0.0413,0.0310,1.5200,1.9000,194.0000,P_%,date2,indices,44,mixup
XGBoost,0.5279,0.5039,0.1538,0.0431,0.0306,1.4600,1.8200,194.0000,P_%,date2,indices,44,mixup
SVR,0.2254,0.2082,0.1001,0.0552,0.0442,1.1400,1.4200,194.0000,P_%,date2,indices,44,mixup
ElasticNet,-0.0113,-0.0310,0.0313,0.0631,0.0492,0.9900,1.2400,194.0000,P_%,date2,indices,44,mixup
GBR,0.0912,-0.0003,0.2261,0.0604,0.0473,1.0500,1.3200,97.0000,P_%,date2,bands_idx,49,none
RF,0.0823,-0.0074,0.2026,0.0607,0.0483,1.0400,1.3200,97.0000,P_%,date2,bands_idx,49,none
SVR,0.0660,-0.0048,0.1403,0.0612,0.0470,1.0300,1.3100,97.0000,P_%,date2,bands_idx,49,none
ElasticNet,-0.0193,-0.0491,0.0675,0.0640,0.0497,0.9900,1.2500,97.0000,P_%,date2,bands_idx,49,none
XGBoost,-0.1449,-0.2987,0.4405,0.0678,0.0546,0.9300,1.1800,97.0000,P_%,date2,bands_idx,49,none
PLSR,-1.7714,-2.1047,2.8265,0.1055,0.0602,0.6000,0.7600,97.0000,P_%,date2,bands_idx,49,none
RF,0.5908,0.5778,0.0885,0.0402,0.0304,1.5600,1.9500,194.0000,P_%,date2,bands_idx,49,mixup
GBR,0.5714,0.5504,0.1258,0.0411,0.0299,1.5300,1.9100,194.0000,P_%,date2,bands_idx,49,mixup
XGBoost,0.4787,0.4649,0.1279,0.0453,0.0315,1.3800,1.7300,194.0000,P_%,date2,bands_idx,49,mixup
SVR,0.2321,0.2197,0.1025,0.0550,0.0438,1.1400,1.4300,194.0000,P_%,date2,bands_idx,49,mixup
ElasticNet,-0.0113,-0.0310,0.0313,0.0631,0.0492,0.9900,1.2400,194.0000,P_%,date2,bands_idx,49,mixup
RF,0.1188,0.0805,0.1363,0.0595,0.0461,1.0700,1.3400,97.0000,P_%,date2,pca,10,none
GBR,0.0511,0.0119,0.1981,0.0617,0.0480,1.0300,1.3000,97.0000,P_%,date2,pca,10,none
SVR,0.0067,-0.0364,0.2064,0.0632,0.0485,1.0000,1.2700,97.0000,P_%,date2,pca,10,none
ElasticNet,-0.0193,-0.0491,0.0675,0.0640,0.0497,0.9900,1.2500,97.0000,P_%,date2,pca,10,none
XGBoost,-0.0974,-0.1337,0.1613,0.0664,0.0531,0.9500,1.2100,97.0000,P_%,date2,pca,10,none
PLSR,-1.5958,-1.7894,3.3884,0.1021,0.0583,0.6200,0.7800,97.0000,P_%,date2,pca,10,none
ElasticNet,-0.0193,-0.0491,0.0675,0.0640,0.0497,0.9900,1.2500,97.0000,P_%,date2,poly,20,none
PLSR,-0.0355,-0.2193,0.5263,0.0645,0.0509,0.9800,1.2400,97.0000,P_%,date2,poly,20,none
SVR,-0.0363,-0.1251,0.1523,0.0645,0.0522,0.9800,1.2400,97.0000,P_%,date2,poly,20,none
RF,-0.1909,-0.2821,0.1706,0.0692,0.0552,0.9200,1.1600,97.0000,P_%,date2,poly,20,none
GBR,-0.4195,-0.6115,0.4830,0.0755,0.0612,0.8400,1.0600,97.0000,P_%,date2,poly,20,none
XGBoost,-0.5251,-0.6666,0.4218,0.0783,0.0629,0.8100,1.0200,97.0000,P_%,date2,poly,20,none
RF,0.0897,0.0266,0.1723,0.0605,0.0479,1.0500,1.3200,97.0000,P_%,date2,combined,74,none
SVR,0.0578,0.0054,0.1263,0.0615,0.0465,1.0300,1.3000,97.0000,P_%,date2,combined,74,none
GBR,0.0528,0.0041,0.2154,0.0617,0.0471,1.0300,1.3000,97.0000,P_%,date2,combined,74,none
ElasticNet,-0.0193,-0.0491,0.0675,0.0640,0.0497,0.9900,1.2500,97.0000,P_%,date2,combined,74,none
XGBoost,-0.0927,-0.1850,0.2115,0.0662,0.0538,0.9600,1.2100,97.0000,P_%,date2,combined,74,none
PLSR,-0.3407,-0.5957,0.7799,0.0734,0.0519,0.8600,1.0900,97.0000,P_%,date2,combined,74,none
GBR,0.6482,0.6414,0.0467,0.0372,0.0257,1.6900,2.1100,194.0000,P_%,date2,combined,74,mixup
RF,0.6119,0.6053,0.0717,0.0391,0.0297,1.6100,2.0100,194.0000,P_%,date2,combined,74,mixup
XGBoost,0.5501,0.5419,0.1036,0.0421,0.0279,1.4900,1.8600,194.0000,P_%,date2,combined,74,mixup
SVR,0.2291,0.2211,0.0971,0.0551,0.0432,1.1400,1.4200,194.0000,P_%,date2,combined,74,mixup
ElasticNet,-0.0113,-0.0310,0.0313,0.0631,0.0492,0.9900,1.2400,194.0000,P_%,date2,combined,74,mixup
GBR,0.7535,0.7462,0.0562,0.0316,0.0205,2.0100,2.2100,194.0000,P_%,date2,combined,74,noise
RF,0.7056,0.6996,0.0779,0.0346,0.0248,1.8400,2.0200,194.0000,P_%,date2,combined,74,noise
XGBoost,0.5899,0.5793,0.1622,0.0408,0.0243,1.5600,1.7200,194.0000,P_%,date2,combined,74,noise
SVR,0.2586,0.2478,0.0542,0.0549,0.0439,1.1600,1.2800,194.0000,P_%,date2,combined,74,noise
ElasticNet,-0.0025,-0.0078,0.0042,0.0638,0.0496,1.0000,1.1000,194.0000,P_%,date2,combined,74,noise
RF,0.0733,-0.0272,0.2129,0.0610,0.0479,1.0400,1.3100,97.0000,P_%,date2,rf_selected,20,none
SVR,0.0638,-0.0007,0.1577,0.0613,0.0474,1.0300,1.3000,97.0000,P_%,date2,rf_selected,20,none
GBR,0.0620,-0.0362,0.2068,0.0614,0.0480,1.0300,1.3000,97.0000,P_%,date2,rf_selected,20,none
ElasticNet,-0.0193,-0.0491,0.0675,0.0640,0.0497,0.9900,1.2500,97.0000,P_%,date2,rf_selected,20,none
XGBoost,-0.0911,-0.2770,0.5132,0.0662,0.0526,0.9600,1.2100,97.0000,P_%,date2,rf_selected,20,none
PLSR,-1.7563,-2.0272,3.3778,0.1052,0.0616,0.6000,0.7600,97.0000,P_%,date2,rf_selected,20,none
RF,0.5925,0.5837,0.0768,0.0401,0.0302,1.5700,1.9600,194.0000,P_%,date2,rf_selected,20,mixup
XGBoost,0.5831,0.5736,0.0924,0.0405,0.0282,1.5500,1.9400,194.0000,P_%,date2,rf_selected,20,mixup
GBR,0.5804,0.5660,0.0969,0.0407,0.0289,1.5400,1.9300,194.0000,P_%,date2,rf_selected,20,mixup
SVR,0.2173,0.2035,0.0925,0.0555,0.0445,1.1300,1.4100,194.0000,P_%,date2,rf_selected,20,mixup
ElasticNet,-0.0113,-0.0310,0.0313,0.0631,0.0492,0.9900,1.2400,194.0000,P_%,date2,rf_selected,20,mixup
Stacking,0.0905,,,0.0604,,1.0500,,,P_%,date2,combined,74,none
SVR,-0.0289,-0.2218,0.3900,0.5744,0.4545,0.9900,1.3800,97.0000,K_%,date2,bands,5,none
ElasticNet,-0.0432,-0.1579,0.1894,0.5783,0.4652,0.9800,1.3700,97.0000,K_%,date2,bands,5,none
RF,-0.2311,-0.4180,0.6254,0.6283,0.4777,0.9000,1.2600,97.0000,K_%,date2,bands,5,none
GBR,-0.2955,-0.5130,0.5440,0.6445,0.4892,0.8800,1.2300,97.0000,K_%,date2,bands,5,none
XGBoost,-0.4326,-0.7371,0.6720,0.6777,0.5439,0.8400,1.1700,97.0000,K_%,date2,bands,5,none
PLSR,-0.4560,-0.7296,1.2294,0.6832,0.4819,0.8300,1.1600,97.0000,K_%,date2,bands,5,none
SVR,0.0596,-0.0867,0.3789,0.5491,0.4311,1.0300,1.4400,97.0000,K_%,date2,indices,44,none
RF,-0.0333,-0.2194,0.4363,0.5756,0.4540,0.9800,1.3700,97.0000,K_%,date2,indices,44,none
ElasticNet,-0.0432,-0.1579,0.1894,0.5783,0.4652,0.9800,1.3700,97.0000,K_%,date2,indices,44,none
XGBoost,-0.0811,-0.4491,0.7785,0.5887,0.4699,0.9600,1.3400,97.0000,K_%,date2,indices,44,none
GBR,-0.1741,-0.4809,0.5877,0.6135,0.4942,0.9200,1.2900,97.0000,K_%,date2,indices,44,none
PLSR,-1.8864,-2.5172,3.8489,0.9620,0.5833,0.5900,0.8200,97.0000,K_%,date2,indices,44,none
GBR,0.5064,0.4918,0.1191,0.3854,0.2753,1.4200,1.9100,194.0000,K_%,date2,indices,44,mixup
RF,0.4834,0.4661,0.1257,0.3942,0.3025,1.3900,1.8600,194.0000,K_%,date2,indices,44,mixup
XGBoost,0.4547,0.4393,0.1995,0.4050,0.2690,1.3500,1.8100,194.0000,K_%,date2,indices,44,mixup
SVR,0.3219,0.3014,0.1822,0.4517,0.3504,1.2100,1.6300,194.0000,K_%,date2,indices,44,mixup
ElasticNet,-0.0059,-0.0184,0.0172,0.5501,0.4359,1.0000,1.3400,194.0000,K_%,date2,indices,44,mixup
SVR,0.0658,-0.0825,0.3656,0.5473,0.4291,1.0300,1.4400,97.0000,K_%,date2,bands_idx,49,none
XGBoost,0.0159,-0.2030,0.3870,0.5617,0.4472,1.0100,1.4100,97.0000,K_%,date2,bands_idx,49,none
RF,-0.0403,-0.2416,0.4490,0.5775,0.4575,0.9800,1.3700,97.0000,K_%,date2,bands_idx,49,none
ElasticNet,-0.0432,-0.1579,0.1894,0.5783,0.4652,0.9800,1.3700,97.0000,K_%,date2,bands_idx,49,none
GBR,-0.1099,-0.3280,0.3727,0.5965,0.4703,0.9500,1.3200,97.0000,K_%,date2,bands_idx,49,none
PLSR,-1.8469,-2.4562,3.7218,0.9554,0.5877,0.5900,0.8300,97.0000,K_%,date2,bands_idx,49,none
GBR,0.4928,0.4820,0.1322,0.3906,0.2770,1.4000,1.8800,194.0000,K_%,date2,bands_idx,49,mixup
RF,0.4787,0.4631,0.1111,0.3960,0.3011,1.3900,1.8600,194.0000,K_%,date2,bands_idx,49,mixup
XGBoost,0.4700,0.4609,0.1329,0.3993,0.2669,1.3700,1.8400,194.0000,K_%,date2,bands_idx,49,mixup
SVR,0.3154,0.2934,0.1973,0.4538,0.3550,1.2100,1.6200,194.0000,K_%,date2,bands_idx,49,mixup
ElasticNet,-0.0059,-0.0184,0.0172,0.5501,0.4359,1.0000,1.3400,194.0000,K_%,date2,bands_idx,49,mixup
SVR,0.0341,-0.1453,0.4112,0.5565,0.4297,1.0200,1.4200,97.0000,K_%,date2,pca,10,none
RF,-0.0386,-0.2460,0.3245,0.5771,0.4573,0.9800,1.3700,97.0000,K_%,date2,pca,10,none
ElasticNet,-0.0432,-0.1579,0.1894,0.5783,0.4652,0.9800,1.3700,97.0000,K_%,date2,pca,10,none
XGBoost,-0.1440,-0.3969,0.4596,0.6056,0.4818,0.9300,1.3000,97.0000,K_%,date2,pca,10,none
GBR,-0.1757,-0.2993,0.1304,0.6140,0.4886,0.9200,1.2900,97.0000,K_%,date2,pca,10,none
PLSR,-3.0889,-3.8433,6.9819,1.1450,0.5745,0.4900,0.6900,97.0000,K_%,date2,pca,10,none
ElasticNet,-0.0432,-0.1579,0.1894,0.5783,0.4652,0.9800,1.3700,97.0000,K_%,date2,poly,20,none
SVR,-0.0491,-0.2643,0.4043,0.5800,0.4607,0.9800,1.3600,97.0000,K_%,date2,poly,20,none
PLSR,-0.1189,-0.3393,0.6971,0.5989,0.4629,0.9500,1.3200,97.0000,K_%,date2,poly,20,none
RF,-0.1730,-0.3592,0.5256,0.6132,0.4760,0.9200,1.2900,97.0000,K_%,date2,poly,20,none
GBR,-0.2274,-0.4805,0.5584,0.6273,0.4805,0.9000,1.2600,97.0000,K_%,date2,poly,20,none
XGBoost,-0.4508,-0.8084,0.6931,0.6820,0.5361,0.8300,1.1600,97.0000,K_%,date2,poly,20,none
SVR,0.0860,-0.0512,0.4013,0.5413,0.4193,1.0500,1.4600,97.0000,K_%,date2,combined,74,none
GBR,-0.0063,-0.2037,0.2967,0.5680,0.4487,1.0000,1.3900,97.0000,K_%,date2,combined,74,none
RF,-0.0188,-0.2049,0.3867,0.5715,0.4474,0.9900,1.3800,97.0000,K_%,date2,combined,74,none
ElasticNet,-0.0432,-0.1579,0.1894,0.5783,0.4652,0.9800,1.3700,97.0000,K_%,date2,combined,74,none
XGBoost,-0.1596,-0.3866,0.4567,0.6097,0.4901,0.9300,1.3000,97.0000,K_%,date2,combined,74,none
PLSR,-1.9201,-2.5771,4.1890,0.9676,0.5677,0.5900,0.8200,97.0000,K_%,date2,combined,74,none
GBR,0.5703,0.5632,0.0297,0.3596,0.2485,1.5300,2.0400,194.0000,K_%,date2,combined,74,mixup
